flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3535,2025-05-23,VT-DJ65,1056,LKO,COK,2025-05-23T02:00:00Z,2025-05-23T03:36:00Z,2025-05-23T05:03:00Z,2025-05-23T06:51:00Z,96,95,89,0,0,67,838.3,195,174
MR3536,2025-05-23,VT-DJ65,1000,COK,JAI,2025-05-23T08:00:00Z,2025-05-23T08:00:00Z,2025-05-23T10:59:00Z,2025-05-23T11:13:00Z,0,12,,0,0,82,590.7,193,168
MR3537,2025-05-23,VT-OQ42,1040,MAA,COK,2025-05-23T02:00:00Z,2025-05-23T03:11:00Z,2025-05-23T03:23:00Z,2025-05-23T04:33:00Z,71,75,51,0,0,152,2381.1,82,71
MR3538,2025-05-23,VT-OQ42,1021,COK,AMD,2025-05-23T05:20:00Z,2025-05-23T05:20:00Z,2025-05-23T07:53:00Z,2025-05-23T07:58:00Z,0,-1,,0,0,165,1327.7,158,144
MR3539,2025-05-23,VT-NH67,1114,AMD,BLR,2025-05-23T01:15:00Z,2025-05-23T01:25:00Z,2025-05-23T03:29:00Z,2025-05-23T03:52:00Z,10,22,,0,0,183,2469.0,147,120
MR3540,2025-05-23,VT-NH67,1086,BLR,LKO,2025-05-23T04:28:00Z,2025-05-23T04:28:00Z,2025-05-23T07:05:00Z,2025-05-23T07:07:00Z,0,0,,0,0,178,407.2,159,139
MR3541,2025-05-23,VT-NH67,1069,LKO,GOI,2025-05-23T07:46:00Z,2025-05-23T07:46:00Z,2025-05-23T10:18:00Z,2025-05-23T10:26:00Z,0,2,,0,0,167,1417.6,160,134
MR3542,2025-05-23,VT-NH67,1062,GOI,BLR,2025-05-23T11:36:00Z,2025-05-23T11:36:00Z,2025-05-23T12:57:00Z,2025-05-23T12:50:00Z,0,-3,,0,0,163,2155.5,74,63
MR3543,2025-05-23,VT-YB24,1050,JAI,MAA,2025-05-23T02:45:00Z,2025-05-23T02:45:00Z,2025-05-23T05:26:00Z,2025-05-23T05:36:00Z,0,12,,0,0,122,2069.0,171,146
MR3544,2025-05-23,VT-YB24,1096,MAA,CCU,2025-05-23T06:33:00Z,2025-05-23T06:33:00Z,2025-05-23T09:00:00Z,2025-05-23T09:14:00Z,0,-5,,0,0,119,1232.2,161,136
MR3545,2025-05-23,VT-YB24,1012,CCU,JAI,2025-05-23T10:23:00Z,2025-05-23T10:23:00Z,2025-05-23T12:55:00Z,2025-05-23T12:56:00Z,0,3,,0,0,128,2043.2,153,136
MR3546,2025-05-23,VT-RI84,1058,BOM,DEL,2025-05-23T01:45:00Z,2025-05-23T02:38:00Z,2025-05-23T03:53:00Z,2025-05-23T04:47:00Z,53,50,61,0,0,176,2456.3,129,116
MR3547,2025-05-23,VT-RI84,1088,DEL,BOM,2025-05-23T05:24:00Z,2025-05-23T05:24:00Z,2025-05-23T07:32:00Z,2025-05-23T07:44:00Z,0,3,,0,0,131,735.4,140,116
MR3548,2025-05-23,VT-RI84,1010,BOM,COK,2025-05-23T08:34:00Z,2025-05-23T08:34:00Z,2025-05-23T10:36:00Z,2025-05-23T10:42:00Z,0,6,,0,0,156,257.7,128,109
MR3549,2025-05-23,VT-AT51,1031,AMD,CCU,2025-05-23T02:30:00Z,2025-05-23T05:15:00Z,2025-05-23T05:22:00Z,2025-05-23T08:02:00Z,165,169,71,0,0,117,243.5,167,156
MR3550,2025-05-23,VT-AT51,1012,CCU,JAI,2025-05-23T08:34:00Z,2025-05-23T08:34:00Z,2025-05-23T11:06:00Z,2025-05-23T11:07:00Z,-45,-4,,0,0,108,703.7,153,141
MR3551,2025-05-23,VT-AT51,1035,JAI,COK,2025-05-23T12:00:00Z,2025-05-23T13:48:00Z,2025-05-23T14:59:00Z,2025-05-23T17:03:00Z,108,120,41,0,0,138,1331.8,195,170
MR3552,2025-05-23,VT-AT51,1000,COK,JAI,2025-05-23T18:13:00Z,2025-05-23T18:13:00Z,2025-05-23T21:12:00Z,2025-05-23T21:05:00Z,0,-4,,0,0,184,1250.2,172,161
MR3553,2025-05-23,VT-CU64,1118,HYD,CCU,2025-05-23T03:45:00Z,2025-05-23T06:19:00Z,2025-05-23T06:01:00Z,2025-05-23T08:49:00Z,154,160,51,0,0,92,2363.1,150,122
MR3554,2025-05-23,VT-CU64,1012,CCU,JAI,2025-05-23T09:39:00Z,2025-05-23T09:39:00Z,2025-05-23T12:11:00Z,2025-05-23T12:08:00Z,0,5,,0,0,92,389.4,149,139
MR3555,2025-05-23,VT-CU64,1030,JAI,CCU,2025-05-23T12:54:00Z,2025-05-23T14:31:00Z,2025-05-23T15:26:00Z,2025-05-23T16:58:00Z,97,107,81,0,0,123,1593.6,147,135
MR3556,2025-05-23,VT-CU64,1066,CCU,GOI,2025-05-23T17:30:00Z,2025-05-23T18:26:00Z,2025-05-23T20:26:00Z,2025-05-23T21:31:00Z,56,52,93,0,0,88,1694.9,185,166
MR3557,2025-05-23,VT-VU92,1108,HYD,LKO,2025-05-23T02:00:00Z,2025-05-23T04:57:00Z,2025-05-23T04:04:00Z,2025-05-23T07:08:00Z,177,177,89,0,0,100,1160.4,131,109
MR3558,2025-05-23,VT-VU92,1020,LKO,CCU,2025-05-23T07:58:00Z,2025-05-23T07:58:00Z,2025-05-23T09:52:00Z,2025-05-23T09:50:00Z,0,-5,,0,0,90,1124.4,112,101
MR3559,2025-05-23,VT-VU92,1015,CCU,BLR,2025-05-23T10:59:00Z,2025-05-23T11:05:00Z,2025-05-23T13:39:00Z,2025-05-23T13:59:00Z,6,8,,0,0,129,2447.7,174,152
MR3560,2025-05-23,VT-YK23,1069,LKO,GOI,2025-05-23T01:00:00Z,2025-05-23T03:59:00Z,2025-05-23T03:32:00Z,2025-05-23T06:41:00Z,179,175,36,0,0,163,464.2,162,137
MR3561,2025-05-23,VT-YK23,1070,GOI,MAA,2025-05-23T07:25:00Z,2025-05-23T07:25:00Z,2025-05-23T09:04:00Z,2025-05-23T09:11:00Z,0,8,,0,0,99,2316.4,106,88
MR3562,2025-05-23,VT-WJ61,1019,COK,CCU,2025-05-23T01:00:00Z,2025-05-23T02:30:00Z,2025-05-23T04:04:00Z,2025-05-23T05:35:00Z,90,89,61,0,0,167,455.1,185,173
MR3563,2025-05-23,VT-WJ61,1007,CCU,MAA,2025-05-23T06:41:00Z,2025-05-23T06:42:00Z,2025-05-23T09:08:00Z,2025-05-23T09:06:00Z,1,6,,0,0,129,422.1,144,132
MR3564,2025-05-23,VT-EI46,1116,DEL,CCU,2025-05-23T02:30:00Z,2025-05-23T03:31:00Z,2025-05-23T04:57:00Z,2025-05-23T06:05:00Z,61,65,81,0,0,179,1243.4,154,132
MR3565,2025-05-23,VT-EI46,1036,CCU,COK,2025-05-23T06:43:00Z,2025-05-23T06:43:00Z,2025-05-23T09:47:00Z,2025-05-23T09:51:00Z,0,4,,0,0,168,1762.4,188,174
MR3566,2025-05-23,VT-TB89,1106,HYD,BLR,2025-05-23T01:30:00Z,2025-05-23T01:31:00Z,2025-05-23T02:48:00Z,2025-05-23T03:02:00Z,1,2,,0,0,129,1617.7,91,70
MR3567,2025-05-23,VT-TB89,1024,BLR,COK,2025-05-23T03:59:00Z,2025-05-23T03:59:00Z,2025-05-23T05:11:00Z,2025-05-23T05:26:00Z,0,-1,,0,0,126,1604.5,87,60
MR3568,2025-05-23,VT-TB89,1029,COK,HYD,2025-05-23T06:25:00Z,2025-05-23T06:39:00Z,2025-05-23T08:09:00Z,2025-05-23T08:17:00Z,14,21,,0,0,169,2408.7,98,87
MR3569,2025-05-23,VT-EV70,1056,LKO,COK,2025-05-23T03:00:00Z,2025-05-23T03:01:00Z,2025-05-23T06:03:00Z,2025-05-23T05:57:00Z,1,-6,,0,0,116,1374.6,176,166
MR3570,2025-05-23,VT-EV70,1109,COK,GOI,2025-05-23T06:34:00Z,2025-05-23T06:34:00Z,2025-05-23T08:06:00Z,2025-05-23T08:06:00Z,0,8,,0,0,139,1105.9,92,82
MR3571,2025-05-23,VT-JN99,1004,COK,BLR,2025-05-23T01:00:00Z,2025-05-23T01:09:00Z,2025-05-23T02:12:00Z,2025-05-23T02:22:00Z,9,15,,0,0,50,699.9,73,58
MR3572,2025-05-23,VT-JN99,1117,BLR,GOI,2025-05-23T03:23:00Z,2025-05-23T03:23:00Z,2025-05-23T04:44:00Z,2025-05-23T04:40:00Z,0,-2,,0,0,41,1354.6,77,64
MR3573,2025-05-23,VT-JN99,1044,GOI,JAI,2025-05-23T05:47:00Z,2025-05-23T05:54:00Z,2025-05-23T08:05:00Z,2025-05-23T08:24:00Z,7,8,,0,0,49,1517.2,150,127
MR3574,2025-05-23,VT-SR28,1023,BOM,MAA,2025/13/01 99:61,2025-05-23T03:00:00Z,2025-05-23T05:01:00Z,2025-05-23T05:15:00Z,0,-1,,0,0,65,2257.1,135,108
MR3575,2025-05-23,VT-SR28,1096,MAA,CCU,2025-05-23T05:46:00Z,2025-05-23T06:54:00Z,2025-05-23T08:13:00Z,2025-05-23T09:31:00Z,68,72,73,0,0,61,411.6,157,132
MR3576,2025-05-23,VT-SR28,1073,CCU,LKO,2025-05-23T10:03:00Z,2025-05-23T11:56:00Z,2025-05-23T11:57:00Z,2025-05-23T13:59:00Z,113,113,36,0,0,97,1083.9,123,97
MR3577,2025-05-23,VT-SR28,1077,LKO,BLR,2025-05-23T14:33:00Z,2025-05-23T17:05:00Z,2025-05-23T17:10:00Z,2025-05-23T19:57:00Z,152,163,73,0,0,65,2468.9,172,146
MR3578,2025-05-23,VT-DB93,1075,LKO,DEL,2025-05-23T02:45:00Z,2025-05-23T02:57:00Z,2025-05-23T04:04:00Z,2025-05-23T04:13:00Z,12,5,,0,0,146,1326.2,76,64
MR3579,2025-05-23,VT-DB93,1051,DEL,BLR,2025-05-23T05:07:00Z,2025-05-23T06:29:00Z,2025-05-23T07:55:00Z,2025-05-23T09:21:00Z,82,87,71,0,0,122,929.2,172,158
MR3580,2025-05-23,VT-DB93,1086,BLR,LKO,2025-05-23T09:54:00Z,2025-05-23T10:22:00Z,2025-05-23T12:31:00Z,2025-05-23T12:52:00Z,28,39,51,0,0,184,681.3,150,139
