flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3194,2025-05-20,VT-AT51,1051,DEL,BLR,2025/13/01 99:61,2025-05-20T05:10:00Z,2025-05-20T05:33:00Z,2025-05-20T08:05:00Z,145,137,11,0,0,178,713.8,175,157
MR3195,2025-05-20,VT-AT51,1024,BLR,COK,2025-05-20T08:36:00Z,2025-05-20T08:36:00Z,2025-05-20T09:48:00Z,2025-05-20T09:50:00Z,0,0,,0,0,176,627.8,74,58
MR3196,2025-05-20,VT-AT51,1109,COK,GOI,2025-05-20T10:57:00Z,2025-05-20T12:20:00Z,2025-05-20T12:29:00Z,2025-05-20T14:10:00Z,83,75,71,0,0,153,234.1,110,83
MR3197,2025-05-20,VT-AT51,1057,GOI,COK,2025-05-20T15:08:00Z,2025-05-20T15:13:00Z,2025-05-20T16:40:00Z,2025-05-20T16:48:00Z,5,-1,,0,0,143,674.4,95,75
MR3198,2025-05-20,VT-LG97,1067,AMD,PNQ,2025-05-20T01:45:00Z,2025-05-20T01:49:00Z,2025-05-20T03:08:00Z,2025-05-20T03:25:00Z,4,1,,0,0,119,795.2,96,70
MR3199,2025-05-20,VT-LG97,1013,PNQ,COK,2025-05-20T04:35:00Z,2025-05-20T04:35:00Z,2025-05-20T06:30:00Z,2025-05-20T06:41:00Z,0,3,,0,0,139,582.9,126,98
MR3200,2025-05-20,VT-QD90,1099,MAA,AMD,2025-05-20T03:15:00Z,2025-05-20T03:15:00Z,2025-05-20T05:41:00Z,2025-05-20T06:00:00Z,0,10,,0,0,115,1089.1,165,137
MR3201,2025-05-20,VT-QD90,1039,AMD,LKO,2025-05-20T07:01:00Z,2025-05-20T07:03:00Z,2025-05-20T08:58:00Z,2025-05-20T09:09:00Z,2,10,,0,0,114,1246.0,126,107
MR3202,2025-05-20,VT-QD90,1027,LKO,JAI,2025-05-20T09:42:00Z,2025-05-20T09:52:00Z,2025-05-20T11:08:00Z,2025-05-20T11:21:00Z,10,16,,0,0,148,1124.9,89,73
MR3203,2025-05-20,VT-TB89,1027,LKO,JAI,2025-05-20T02:00:00Z,2025-05-20T02:08:00Z,2025-05-20T03:26:00Z,2025-05-20T03:49:00Z,8,11,,0,0,169,1910.2,101,76
MR3204,2025-05-20,VT-TB89,1032,JAI,HYD,2025-05-20T04:56:00Z,2025-05-20T04:56:00Z,2025-05-20T07:01:00Z,2025-05-20T07:12:00Z,0,-7,,0,0,144,1676.3,136,114
MR3205,2025-05-20,VT-RO27,1091,AMD,JAI,2025-05-20T02:15:00Z,2025-05-20T03:27:00Z,2025-05-20T03:39:00Z,2025-05-20T04:44:00Z,72,76,93,0,0,173,1489.8,77,67
MR3206,2025-05-20,VT-RO27,1038,JAI,DEL,2025-05-20T05:39:00Z,2025-05-20T05:40:00Z,2025-05-20T06:41:00Z,2025-05-20T06:56:00Z,1,12,,0,0,162,1641.3,76,49
MR3207,2025-05-20,VT-RO27,1116,DEL,CCU,2025-05-20T07:39:00Z,2025-05-20T07:39:00Z,2025-05-20T10:06:00Z,2025-05-20T10:02:00Z,0,5,,0,0,101,1895.4,143,129
MR3208,2025-05-20,VT-RO27,1089,CCU,DEL,2025-05-20T10:34:00Z,2025-05-20T10:45:00Z,2025-05-20T13:01:00Z,2025-05-20T13:21:00Z,11,19,,0,0,146,434.1,156,136
MR3209,2025-05-20,VT-UF78,1016,DEL,AMD,2025-05-20T03:30:00Z,2025-05-20T03:39:00Z,2025-05-20T05:12:00Z,2025-05-20T05:22:00Z,9,9,,0,0,104,303.3,103,89
MR3210,2025-05-20,VT-UF78,1078,AMD,COK,2025-05-20T06:23:00Z,,2025-05-20T08:56:00Z,,,,,1,0,0,0.0,,
MR3211,2025-05-20,VT-UF78,1084,COK,MAA,2025-05-20T09:37:00Z,2025-05-20T09:43:00Z,2025-05-20T11:00:00Z,2025-05-20T11:19:00Z,6,7,,0,0,150,1699.3,96,75
MR3212,2025-05-20,VT-UF78,1105,MAA,HYD,2025-05-20T12:17:00Z,2025-05-20T12:25:00Z,2025-05-20T13:39:00Z,2025-05-20T13:52:00Z,8,16,,0,0,124,2112.3,87,64
MR3213,2025-05-20,VT-UF78,1011,HYD,MAA,2025-05-20T14:45:00Z,2025-05-20T14:45:00Z,2025-05-20T16:07:00Z,2025-05-20T16:19:00Z,0,11,,0,0,118,873.0,94,68
MR3214,2025-05-20,VT-NH67,1018,HYD,AMD,2025-05-20T03:15:00Z,2025-05-20T03:15:00Z,2025-05-20T05:06:00Z,2025-05-20T05:17:00Z,0,-1,,0,0,143,2167.8,122,96
MR3215,2025-05-20,VT-NH67,1039,AMD,LKO,2025-05-20T05:54:00Z,2025-05-20T07:51:00Z,2025-05-20T07:51:00Z,2025-05-20T09:51:00Z,117,120,93,0,0,135,320.4,120,100
MR3216,2025-05-20,VT-NH67,1033,LKO,MAA,2025-05-20T10:59:00Z,2025-05-20T13:49:00Z,2025-05-20T13:34:00Z,2025-05-20T16:22:00Z,170,174,73,0,0,155,1102.7,153,137
MR3217,2025-05-20,VT-NH67,1099,MAA,AMD,2025-05-20T17:32:00Z,2025-05-20T17:43:00Z,2025-05-20T19:58:00Z,2025-05-20T20:04:00Z,11,19,,0,0,154,1922.3,141,131
MR3218,2025-05-20,VT-NH67,1114,AMD,BLR,2025-05-20T21:08:00Z,2025-05-20T23:46:00Z,2025-05-20T23:22:00Z,2025-05-21T02:03:00Z,158,159,36,0,0,123,253.3,137,121
MR3219,2025-05-20,VT-OT82,1003,LKO,HYD,2025-05-20T02:45:00Z,2025-05-20T02:56:00Z,2025-05-20T04:49:00Z,2025-05-20T05:02:00Z,11,5,,0,0,138,1735.9,126,114
MR3220,2025-05-20,VT-OT82,1082,HYD,JAI,2025-05-20T05:50:00Z,2025-05-20T05:50:00Z,2025-05-20T07:55:00Z,2025-05-20T07:58:00Z,0,1,,0,0,113,1804.8,128,117
MR3221,2025-05-20,VT-OT82,1093,JAI,AMD,2025-05-20T08:57:00Z,2025-05-20T09:04:00Z,2025-05-20T10:21:00Z,2025-05-20T10:40:00Z,7,9,,0,0,117,241.6,96,73
MR3222,2025-05-20,VT-OT82,1078,AMD,COK,2025-05-20T11:23:00Z,2025-05-20T14:22:00Z,2025-05-20T13:56:00Z,2025-05-20T16:57:00Z,179,190,89,0,0,84,1171.2,155,145
MR3223,2025-05-20,VT-RW64,1019,COK,CCU,2025-05-20T01:45:00Z,2025-05-20T01:47:00Z,2025-05-20T04:49:00Z,2025-05-20T04:56:00Z,2,-5,,0,0,53,1126.5,189,170
MR3224,2025-05-20,VT-RW64,1073,CCU,LKO,2025-05-20T05:51:00Z,2025-05-20T05:51:00Z,2025-05-20T07:45:00Z,2025-05-20T07:48:00Z,0,3,,0,0,43,1262.3,117,106
MR3225,2025-05-20,VT-RW64,1020,LKO,CCU,2025-05-20T08:20:00Z,2025-05-20T08:20:00Z,2025-05-20T10:14:00Z,2025-05-20T10:17:00Z,0,9,,0,0,46,630.6,117,96
MR3226,2025-05-20,VT-HL46,1034,PNQ,MAA,2025-05-20T03:00:00Z,2025-05-20T03:00:00Z,2025-05-20T04:52:00Z,2025-05-20T05:06:00Z,0,-8,,0,1,125,2068.9,126,99
MR3227,2025-05-20,VT-HL46,1047,MAA,PNQ,2025-05-20T05:49:00Z,2025-05-20T05:49:00Z,2025-05-20T07:41:00Z,2025-05-20T07:48:00Z,0,-7,,0,0,97,2492.0,119,97
MR3228,2025-05-20,VT-HL46,1022,PNQ,HYD,2025-05-20T08:28:00Z,2025-05-20T08:28:00Z,2025-05-20T09:51:00Z,2025-05-20T09:55:00Z,0,3,,0,0,122,324.0,87,72
MR3229,2025-05-20,VT-HL46,1018,HYD,AMD,2025-05-20T10:34:00Z,2025-05-20T11:03:00Z,2025-05-20T12:25:00Z,2025-05-20T13:08:00Z,29,29,36,0,0,141,762.5,125,99
MR3230,2025-05-20,VT-CF18,1056,LKO,COK,2025-05-20T01:00:00Z,2025-05-20T01:00:00Z,2025-05-20T04:03:00Z,2025-05-20T03:55:00Z,0,4,,0,0,130,639.7,175,165
MR3231,2025-05-20,VT-CF18,1109,COK,GOI,2025-05-20T04:42:00Z,2025-05-20T06:42:00Z,2025-05-20T06:14:00Z,2025-05-20T08:12:00Z,120,124,61,0,0,185,2454.3,90,76
MR3232,2025-05-20,VT-CF18,1062,GOI,BLR,2025-05-20T09:07:00Z,2025-05-20T09:21:00Z,2025-05-20T10:28:00Z,2025-05-20T10:58:00Z,14,23,,0,0,156,2188.0,97,71
MR3233,2025-05-20,VT-CF18,1052,BLR,BOM,2025-05-20T11:38:00Z,2025-05-20T12:14:00Z,2025-05-20T13:24:00Z,2025-05-20T14:10:00Z,36,32,89,0,0,136,1540.5,116,98
MR3234,2025-05-20,VT-CF18,1010,BOM,COK,2025-05-20T14:58:00Z,2025-05-20T15:06:00Z,2025-05-20T17:00:00Z,2025-05-20T17:26:00Z,8,0,,0,0,139,387.4,140,112
MR3235,2025-05-20,VT-WC15,1033,LKO,MAA,2025-05-20T01:00:00Z,2025-05-20T02:15:00Z,2025-05-20T03:35:00Z,2025-05-20T04:47:00Z,75,69,51,0,0,125,2370.4,152,137
MR3236,2025-05-20,VT-WC15,1097,MAA,GOI,2025-05-20T05:24:00Z,2025-05-20T05:24:00Z,2025-05-20T07:03:00Z,2025-05-20T06:59:00Z,0,-6,,0,0,109,436.0,95,82
MR3237,2025-05-20,VT-WC15,1098,GOI,CCU,2025-05-20T07:31:00Z,2025-05-20T07:31:00Z,2025-05-20T10:27:00Z,2025-05-20T10:42:00Z,0,11,,0,0,143,1554.0,191,164
MR3238,2025-05-20,VT-WC15,1036,CCU,COK,2025-05-20T11:25:00Z,2025-05-20T12:40:00Z,2025-05-20T14:29:00Z,2025-05-20T16:01:00Z,75,82,41,0,0,103,421.3,201,174
MR3239,2025-05-20,VT-WC15,1068,COK,PNQ,2025-05-20T16:56:00Z,2025-05-20T18:45:00Z,2025-05-20T18:51:00Z,2025-05-20T20:44:00Z,109,106,61,0,0,146,471.2,119,104
MR3240,2025-05-20,VT-DJ65,1115,BLR,HYD,2025-05-20T02:00:00Z,2025-05-20T02:00:00Z,2025-05-20T03:18:00Z,2025-05-20T03:37:00Z,0,-2,,0,0,83,888.2,97,69
MR3241,2025-05-20,VT-DJ65,1018,HYD,AMD,2025-05-20T04:14:00Z,2025-05-20T06:18:00Z,2025-05-20T06:05:00Z,2025-05-20T08:15:00Z,124,116,51,0,0,101,2063.9,117,101
MR3242,2025-05-20,VT-DJ65,1055,AMD,BOM,2025-05-20T09:03:00Z,2025-05-20T11:24:00Z,2025-05-20T10:20:00Z,2025-05-20T12:48:00Z,141,144,51,0,0,92,347.8,84,69
MR3243,2025-05-20,VT-XK17,1055,AMD,BOM,2025-05-20T02:30:00Z,2025-05-20T03:12:00Z,2025-05-20T03:47:00Z,2025-05-20T04:43:00Z,42,35,51,0,1,98,211.6,91,64
MR3244,2025-05-20,VT-XK17,1023,BOM,MAA,2025-05-20T05:13:00Z,2025-05-20T05:13:00Z,2025-05-20T07:14:00Z,2025-05-20T07:24:00Z,0,12,,0,0,131,1936.4,131,109
MR3245,2025-05-20,VT-RD58,1033,LKO,MAA,2025-05-20T03:15:00Z,2025-05-20T03:26:00Z,2025-05-20T05:50:00Z,2025-05-20T06:10:00Z,11,11,,0,0,50,2168.7,164,139
MR3246,2025-05-20,VT-RD58,1099,MAA,AMD,2025-05-20T06:47:00Z,2025-05-20T06:49:00Z,2025-05-20T09:13:00Z,2025-05-20T09:17:00Z,2,2,,0,0,48,1218.0,148,136
MR3247,2025-05-20,VT-UL30,1029,COK,HYD,2025-05-20T03:30:00Z,2025-05-20T05:25:00Z,2025-05-20T05:14:00Z,2025-05-20T07:27:00Z,115,120,71,0,0,65,1118.0,122,95
MR3248,2025-05-20,VT-UL30,1118,HYD,CCU,2025-05-20T08:18:00Z,2025-05-20T08:39:00Z,2025-05-20T10:34:00Z,2025-05-20T10:52:00Z,21,14,61,0,0,51,1556.9,133,121
MR3249,2025-05-20,VT-UL30,1066,CCU,GOI,2025-05-20T11:50:00Z,2025-05-20T11:50:00Z,2025-05-20T14:46:00Z,2025-05-20T15:06:00Z,0,-5,,0,0,65,733.2,196,168
MR3250,2025-05-20,VT-VU92,1051,DEL,BLR,2025-05-20T03:45:00Z,2025-05-20T05:47:00Z,2025-05-20T06:33:00Z,2025-05-20T08:43:00Z,122,117,81,0,0,105,1038.7,176,154
MR3251,2025-05-20,VT-VU92,1085,BLR,CCU,2025-05-20T09:14:00Z,2025-05-20T09:20:00Z,2025-05-20T11:54:00Z,2025-05-20T12:11:00Z,6,2,,0,0,117,1786.6,171,144
MR3252,2025-05-20,VT-VU92,1015,CCU,BLR,2025-05-20T13:04:00Z,2025-05-20T13:13:00Z,2025-05-20T15:44:00Z,2025-05-20T16:01:00Z,9,18,,0,0,114,630.4,168,147
MR3253,2025-05-20,VT-VU92,1115,BLR,HYD,2025-05-20T16:33:00Z,2025-05-20T16:33:00Z,2025-05-20T17:51:00Z,2025-05-20T17:56:00Z,0,-5,,0,0,103,1618.5,83,63
MR3254,2025-05-20,VT-VU92,1094,HYD,PNQ,2025-05-20T18:27:00Z,2025-05-20T18:38:00Z,2025-05-20T19:50:00Z,2025-05-20T20:06:00Z,11,15,,0,0,137,2380.9,88,68
MR3255,2025-05-20,VT-YK23,1086,BLR,LKO,2025-05-20T01:15:00Z,2025-05-20T01:58:00Z,2025-05-20T03:52:00Z,2025-05-20T04:32:00Z,43,36,36,0,0,129,357.3,154,142
MR3256,2025-05-20,VT-YK23,1020,LKO,CCU,2025-05-20T05:34:00Z,2025-05-20T07:14:00Z,2025-05-20T07:28:00Z,2025-05-20T09:09:00Z,100,98,73,0,0,175,2344.3,115,99
MR3257,2025-05-20,VT-AV80,1025,BLR,PNQ,2025-05-20T01:30:00Z,2025-05-20T01:30:00Z,2025-05-20T03:08:00Z,2025-05-20T03:07:00Z,0,11,,0,0,156,2297.2,97,84
MR3258,2025-05-20,VT-AV80,1022,PNQ,HYD,2025-05-20T04:00:00Z,2025-05-20T04:05:00Z,2025-05-20T05:23:00Z,2025-05-20T05:37:00Z,5,10,,0,0,154,1022.4,92,65
MR3259,2025-05-20,VT-AV80,1018,HYD,AMD,2025-05-20T06:29:00Z,2025-05-20T09:26:00Z,2025-05-20T08:20:00Z,2025-05-20T11:21:00Z,177,187,61,0,0,105,2482.9,115,103
MR3260,2025-05-20,VT-AV80,1078,AMD,COK,2025-05-20T12:11:00Z,2025-05-20T14:52:00Z,2025-05-20T14:44:00Z,2025-05-20T17:28:00Z,161,168,89,0,0,158,1917.2,156,137
MR3261,2025-05-20,VT-CQ40,1076,PNQ,GOI,2025-05-20T03:45:00Z,2025-05-20T06:32:00Z,2025-05-20T04:56:00Z,2025-05-20T07:44:00Z,-45,177,36,0,0,86,1776.1,72,60
