flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2447,2025-05-13,VT-WJ61,1064,DEL,GOI,2025-05-13T02:45:00Z,2025-05-13T02:45:00Z,2025-05-13T05:19:00Z,2025-05-13T05:27:00Z,0,2,,0,0,162,1065.9,162,138
MR2448,2025-05-13,VT-WJ61,1100,GOI,PNQ,2025-05-13T06:13:00Z,2025-05-13T06:20:00Z,2025-05-13T07:24:00Z,2025-05-13T07:47:00Z,7,10,,0,0,123,2420.5,87,61
MR2449,2025-05-13,VT-WJ61,1041,PNQ,BLR,2025-05-13T08:54:00Z,2025-05-13T08:54:00Z,2025-05-13T10:32:00Z,2025-05-13T10:33:00Z,0,2,,0,0,100,662.5,99,81
MR2450,2025-05-13,VT-WJ61,1025,BLR,PNQ,2025-05-13T11:29:00Z,2025-05-13T12:48:00Z,2025-05-13T13:07:00Z,2025-05-13T14:20:00Z,79,83,73,0,0,174,2396.5,92,82
MR2451,2025-05-13,VT-WJ61,1037,PNQ,DEL,2025-05-13T15:01:00Z,2025-05-13T15:01:00Z,2025-05-13T17:10:00Z,2025-05-13T17:20:00Z,0,3,,0,0,167,664.5,139,121
MR2452,2025-05-13,VT-HL46,1061,LKO,PNQ,2025-05-13T02:00:00Z,2025-05-13T02:00:00Z,2025-05-13T04:11:00Z,2025-05-13T04:24:00Z,0,-2,,0,0,130,2111.0,144,121
MR2453,2025-05-13,VT-HL46,1022,PNQ,HYD,2025-05-13T05:03:00Z,2025-05-13T05:03:00Z,2025-05-13T06:26:00Z,2025-05-13T06:29:00Z,0,10,,0,0,91,2199.5,86,70
MR2454,2025-05-13,VT-RW64,1037,PNQ,DEL,2025-05-13T03:30:00Z,2025-05-13T06:22:00Z,2025-05-13T05:39:00Z,2025-05-13T08:28:00Z,172,177,51,0,0,44,212.2,126,116
MR2455,2025-05-13,VT-RW64,1111,DEL,PNQ,2025-05-13T09:05:00Z,2025-05-13T09:32:00Z,2025-05-13T11:14:00Z,2025-05-13T11:42:00Z,27,33,51,0,0,46,2169.2,130,113
MR2456,2025-05-13,VT-OQ42,1006,BOM,GOI,2025-05-13T03:00:00Z,2025-05-13T05:36:00Z,2025-05-13T04:16:00Z,2025-05-13T06:58:00Z,156,167,11,0,0,179,1424.1,82,66
MR2457,2025-05-13,VT-OQ42,1046,GOI,DEL,2025-05-13T07:50:00Z,2025-05-13T08:02:00Z,2025-05-13T10:24:00Z,2025-05-13T10:54:00Z,12,7,,0,0,165,1450.5,172,144
MR2458,2025-05-13,VT-OQ42,1051,DEL,BLR,2025-05-13T11:58:00Z,2025-05-13T12:38:00Z,2025-05-13T14:46:00Z,2025-05-13T15:40:00Z,40,38,73,0,0,110,1758.8,182,156
MR2459,2025-05-13,VT-DJ65,1035,JAI,COK,2025-05-13T03:45:00Z,2025-05-13T03:48:00Z,2025-05-13T06:44:00Z,2025-05-13T07:01:00Z,3,3,,0,0,95,2140.9,193,168
MR2460,2025-05-13,VT-DJ65,1029,COK,HYD,2025-05-13T07:37:00Z,2025-05-13T07:37:00Z,2025-05-13T09:21:00Z,2025-05-13T09:35:00Z,0,10,,0,0,95,1145.2,118,95
MR2461,2025-05-13,VT-EV70,1019,COK,CCU,2025-05-13T01:15:00Z,2025-05-13T03:43:00Z,2025-05-13T04:19:00Z,2025-05-13T06:41:00Z,148,151,36,0,0,143,1691.0,178,166
MR2462,2025-05-13,VT-EV70,1007,CCU,MAA,2025-05-13T07:47:00Z,2025-05-13T08:55:00Z,2025-05-13T10:14:00Z,2025-05-13T11:30:00Z,68,60,73,0,0,153,1801.5,155,139
MR2463,2025-05-13,VT-EV70,1099,MAA,AMD,2025-05-13T12:25:00Z,2025-05-13T12:30:00Z,2025-05-13T14:51:00Z,2025-05-13T15:05:00Z,5,5,,0,0,117,1044.6,155,132
MR2464,2025-05-13,VT-CF18,1109,COK,GOI,2025-05-13T03:30:00Z,2025-05-13T04:18:00Z,2025-05-13T05:02:00Z,2025-05-13T06:00:00Z,48,53,41,0,0,148,1828.5,102,77
MR2465,2025-05-13,VT-CF18,1043,GOI,LKO,2025-05-13T06:59:00Z,2025-05-13T07:01:00Z,2025-05-13T09:31:00Z,2025-05-13T09:37:00Z,2,1,,0,0,176,2137.8,156,140
MR2466,2025-05-13,VT-CF18,1069,LKO,GOI,2025-05-13T10:07:00Z,2025-05-13T10:41:00Z,2025-05-13T12:39:00Z,2025-05-13T13:17:00Z,34,45,11,0,0,119,623.7,156,140
MR2467,2025-05-13,VT-DB93,1090,DEL,MAA,2025-05-13T02:00:00Z,2025-05-13T02:00:00Z,2025-05-13T04:52:00Z,2025-05-13T04:58:00Z,0,2,,0,0,123,408.3,178,162
MR2468,2025-05-13,VT-DB93,1017,MAA,BLR,2025-05-13T05:28:00Z,2025-05-13T06:39:00Z,2025-05-13T06:33:00Z,2025-05-13T07:54:00Z,71,77,11,0,0,118,2224.1,75,53
MR2469,2025-05-13,VT-DB93,1052,BLR,BOM,2025-05-13T08:51:00Z,2025-05-13T09:33:00Z,2025-05-13T10:37:00Z,2025-05-13T11:16:00Z,42,49,81,0,0,141,748.5,103,88
MR2470,2025-05-13,VT-DB93,1008,BOM,LKO,2025-05-13T12:08:00Z,2025-05-13T12:08:00Z,2025-05-13T14:22:00Z,2025-05-13T14:29:00Z,0,-8,,0,0,179,494.3,141,120
MR2471,2025-05-13,VT-DB93,1056,LKO,COK,2025-05-13T15:09:00Z,2025-05-13T15:09:00Z,2025-05-13T18:12:00Z,2025-05-13T18:08:00Z,0,5,,0,0,131,2296.8,179,169
MR2472,2025-05-13,VT-BH82,1041,PNQ,BLR,2025-05-13T01:45:00Z,2025-05-13T01:45:00Z,2025-05-13T03:23:00Z,2025-05-13T03:22:00Z,0,6,,0,0,105,499.6,97,84
MR2473,2025-05-13,VT-BH82,1115,BLR,HYD,2025-05-13T04:00:00Z,2025-05-13T06:08:00Z,2025-05-13T05:18:00Z,2025-05-13T07:26:00Z,128,130,71,0,0,167,1477.8,78,64
MR2474,2025-05-13,VT-BH82,1106,HYD,BLR,2025-05-13T08:24:00Z,2025-05-13T08:24:00Z,2025-05-13T09:42:00Z,2025-05-13T09:54:00Z,0,-2,,0,0,162,249.2,90,65
MR2475,2025-05-13,VT-BH82,1052,BLR,BOM,2025-05-13T10:41:00Z,2025-05-13T10:41:00Z,2025-05-13T12:27:00Z,2025-05-13T12:28:00Z,0,12,,0,0,120,1518.7,107,93
MR2476,2025-05-13,VT-BH82,1008,BOM,LKO,2025-05-13T13:30:00Z,2025-05-13T13:30:00Z,2025-05-13T15:44:00Z,2025-05-13T15:46:00Z,0,10,,0,0,125,1793.1,136,126
MR2477,2025-05-13,VT-SR39,1012,CCU,JAI,2025-05-13T02:15:00Z,2025-05-13T03:25:00Z,2025-05-13T04:47:00Z,2025-05-13T05:59:00Z,70,67,81,0,0,104,1080.5,154,140
MR2478,2025-05-13,VT-SR39,1032,JAI,HYD,2025-05-13T06:51:00Z,2025-05-13T06:51:00Z,2025-05-13T08:56:00Z,2025-05-13T08:53:00Z,0,-7,,0,0,124,2077.6,122,109
