flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3889,2025-05-26,VT-RD58,1088,DEL,BOM,2025-05-26T02:15:00Z,2025-05-26T02:19:00Z,2025-05-26T04:23:00Z,2025-05-26T04:27:00Z,4,2,,0,0,65,544.2,128,110
MR3890,2025-05-26,VT-RD58,1028,BOM,CCU,2025-05-26T05:27:00Z,2025-05-26T05:41:00Z,2025-05-26T08:20:00Z,2025-05-26T08:48:00Z,14,16,,0,0,50,2064.2,187,164
MR3891,2025-05-26,VT-RD58,1015,CCU,BLR,2025-05-26T09:54:00Z,2025-05-26T10:03:00Z,2025-05-26T12:34:00Z,2025-05-26T12:51:00Z,9,6,,0,0,52,1331.8,168,150
MR3892,2025-05-26,VT-RD58,1117,BLR,GOI,2025-05-26T13:23:00Z,2025-05-26T15:55:00Z,2025-05-26T14:44:00Z,2025-05-26T17:34:00Z,152,164,61,0,0,45,642.7,99,73
MR3893,2025-05-26,VT-LG97,1021,COK,AMD,2025-05-26T01:00:00Z,2025-05-26T01:00:00Z,2025-05-26T03:33:00Z,2025-05-26T03:47:00Z,0,9,,0,0,101,260.1,167,145
MR3894,2025-05-26,VT-LG97,1039,AMD,LKO,2025-05-26T04:39:00Z,2025-05-26T04:58:00Z,2025-05-26T06:36:00Z,2025-05-26T07:03:00Z,19,27,41,0,0,91,525.1,125,104
MR3895,2025-05-26,VT-LG97,1069,LKO,GOI,2025-05-26T07:57:00Z,,2025-05-26T10:29:00Z,,,,51,1,0,0,0.0,,
MR3896,2025-05-26,VT-LG97,1072,GOI,HYD,2025-05-26T13:24:00Z,2025-05-26T13:30:00Z,2025-05-26T14:49:00Z,2025-05-26T14:57:00Z,6,12,,0,0,89,322.4,87,76
MR3897,2025-05-26,VT-LG97,1112,HYD,DEL,2025-05-26T16:03:00Z,2025-05-26T16:11:00Z,2025-05-26T18:19:00Z,2025-05-26T18:26:00Z,8,16,,0,0,121,1323.2,135,123
MR3898,2025-05-26,VT-DJ65,1011,HYD,MAA,2025-05-26T01:15:00Z,2025-05-26T01:15:00Z,2025-05-26T02:37:00Z,2025-05-26T02:50:00Z,0,-3,,0,0,71,1765.3,95,71
MR3899,2025-05-26,VT-DJ65,1097,MAA,GOI,2025-05-26T03:55:00Z,2025-05-26T06:04:00Z,2025-05-26T05:34:00Z,2025-05-26T07:45:00Z,129,126,73,0,0,100,2313.2,101,84
MR3900,2025-05-26,VT-DJ65,1044,GOI,JAI,2025-05-26T08:18:00Z,2025-05-26T08:18:00Z,2025-05-26T10:36:00Z,2025-05-26T10:49:00Z,0,-4,,0,0,75,1027.6,151,124
MR3901,2025-05-26,VT-DJ65,1113,JAI,BOM,2025-05-26T11:46:00Z,2025-05-26T12:00:00Z,2025-05-26T13:37:00Z,2025-05-26T13:51:00Z,14,22,,0,0,91,233.4,111,96
MR3902,2025-05-26,VT-DJ65,1071,BOM,JAI,2025-05-26T14:45:00Z,2025-05-26T14:47:00Z,2025-05-26T16:36:00Z,2025-05-26T16:41:00Z,2,11,,0,0,99,1479.7,114,96
MR3903,2025-05-26,VT-AV80,1088,DEL,BOM,2025-05-26T01:30:00Z,2025-05-26T01:30:00Z,2025-05-26T03:38:00Z,2025-05-26T03:43:00Z,0,-7,,0,0,150,327.0,133,114
MR3904,2025-05-26,VT-AV80,1058,BOM,DEL,2025-05-26T04:41:00Z,2025-05-26T04:41:00Z,2025-05-26T06:49:00Z,2025-05-26T06:42:00Z,0,-3,,0,1,171,257.4,121,110
MR3905,2025-05-26,VT-UF78,1116,DEL,CCU,2025-05-26T01:30:00Z,2025-05-26T01:40:00Z,2025-05-26T03:57:00Z,2025-05-26T04:20:00Z,10,21,,0,0,171,2195.1,160,136
MR3906,2025-05-26,VT-UF78,1015,CCU,BLR,2025-05-26T05:01:00Z,2025-05-26T07:22:00Z,2025-05-26T07:41:00Z,2025-05-26T10:03:00Z,141,136,36,0,0,112,1017.2,161,148
MR3907,2025-05-26,VT-UF78,1085,BLR,CCU,2025-05-26T10:55:00Z,2025-05-26T11:40:00Z,2025-05-26T13:35:00Z,2025-05-26T14:34:00Z,45,53,93,0,0,152,1831.2,174,149
MR3908,2025-05-26,VT-UF78,1073,CCU,LKO,2025-05-26T15:25:00Z,2025-05-26T15:47:00Z,2025-05-26T17:19:00Z,2025-05-26T17:49:00Z,-45,22,93,0,0,165,2430.1,122,103
MR3909,2025-05-26,VT-UF78,1001,LKO,BOM,2025-05-26T18:44:00Z,2025-05-26T18:44:00Z,2025-05-26T20:58:00Z,2025-05-26T21:10:00Z,0,-8,,0,0,109,1022.3,146,126
MR3910,2025-05-26,VT-WK37,1019,COK,CCU,2025-05-26T02:45:00Z,2025-05-26T05:29:00Z,2025-05-26T05:49:00Z,2025-05-26T08:36:00Z,164,165,51,0,0,158,1673.7,187,174
MR3911,2025-05-26,VT-WK37,1036,CCU,COK,2025-05-26T09:17:00Z,2025-05-26T11:14:00Z,2025-05-26T12:21:00Z,2025-05-26T14:23:00Z,117,124,61,0,0,104,1055.0,189,168
MR3912,2025-05-26,VT-WK37,1068,COK,PNQ,2025-05-26T15:22:00Z,2025-05-26T15:29:00Z,2025-05-26T17:17:00Z,2025-05-26T17:40:00Z,7,6,,0,0,144,2171.2,131,103
MR3913,2025-05-26,VT-YK23,1057,GOI,COK,2025-05-26T01:00:00Z,2025-05-26T01:00:00Z,2025-05-26T02:32:00Z,2025-05-26T02:36:00Z,0,-2,,0,0,153,988.4,96,81
MR3914,2025-05-26,VT-YK23,1000,COK,JAI,2025-05-26T03:37:00Z,2025-05-26T05:01:00Z,2025-05-26T06:36:00Z,2025-05-26T08:08:00Z,84,78,11,0,0,152,2108.1,187,167
MR3915,2025-05-26,VT-CU64,1047,MAA,PNQ,2025-05-26T01:15:00Z,2025-05-26T01:36:00Z,2025-05-26T03:07:00Z,2025-05-26T03:43:00Z,21,16,41,0,0,121,1104.5,127,100
MR3916,2025-05-26,VT-CU64,1026,PNQ,JAI,2025-05-26T04:17:00Z,2025-05-26T04:42:00Z,2025-05-26T06:10:00Z,2025-05-26T06:38:00Z,25,24,61,0,0,109,1553.2,116,96
MR3917,2025-05-26,VT-SR28,1024,BLR,COK,2025-05-26T02:30:00Z,2025-05-26T02:35:00Z,2025-05-26T03:42:00Z,2025-05-26T03:59:00Z,5,0,,0,0,87,2375.9,84,60
MR3918,2025-05-26,VT-SR28,1081,COK,DEL,2025-05-26T04:31:00Z,2025-05-26T05:07:00Z,2025-05-26T07:44:00Z,2025-05-26T08:31:00Z,36,40,41,0,0,99,1548.7,204,183
MR3919,2025-05-26,VT-RW64,1029,COK,HYD,2025-05-26T02:15:00Z,2025-05-26T02:15:00Z,2025-05-26T03:59:00Z,2025-05-26T03:52:00Z,0,-6,,0,0,43,447.0,97,86
MR3920,2025-05-26,VT-RW64,1018,HYD,AMD,2025-05-26T04:57:00Z,2025-05-26T05:57:00Z,2025-05-26T06:48:00Z,2025-05-26T08:04:00Z,60,56,81,0,0,62,1256.0,127,101
MR3921,2025-05-26,VT-PG61,1026,PNQ,JAI,2025-05-26T02:45:00Z,2025-05-26T02:45:00Z,2025-05-26T04:38:00Z,2025-05-26T04:41:00Z,0,-5,,0,0,63,266.7,116,96
MR3922,2025-05-26,VT-PG61,1032,JAI,HYD,2025-05-26T05:23:00Z,2025-05-26T05:23:00Z,2025-05-26T07:28:00Z,2025-05-26T07:43:00Z,0,-3,,0,0,51,1624.9,140,112
MR3923,2025-05-26,VT-PG61,1018,HYD,AMD,2025-05-26T08:19:00Z,2025-05-26T08:19:00Z,2025-05-26T10:10:00Z,2025-05-26T10:27:00Z,0,-3,,0,0,44,1531.4,128,100
MR3924,2025-05-26,VT-PG61,1091,AMD,JAI,2025-05-26T11:06:00Z,2025-05-26T11:06:00Z,2025-05-26T12:30:00Z,2025-05-26T12:38:00Z,0,2,,0,0,43,1099.1,92,75
MR3925,2025-05-26,VT-PG61,1093,JAI,AMD,2025-05-26T13:08:00Z,2025-05-26T15:29:00Z,2025-05-26T14:32:00Z,2025-05-26T16:56:00Z,141,145,61,0,0,56,1275.1,87,67
MR3926,2025-05-26,VT-PH70,1045,BOM,PNQ,2025-05-26T02:45:00Z,2025-05-26T02:45:00Z,2025-05-26T03:40:00Z,2025-05-26T03:52:00Z,0,10,,0,0,147,2214.5,67,39
MR3927,2025-05-26,VT-PH70,1063,PNQ,BOM,2025-05-26T05:02:00Z,2025-05-26T05:02:00Z,2025-05-26T05:57:00Z,2025-05-26T06:05:00Z,0,-5,,0,0,172,1593.6,63,41
