flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2779,2025-05-16,VT-SR28,1082,HYD,JAI,2025-05-16T01:00:00Z,2025-05-16T01:06:00Z,2025-05-16T03:05:00Z,2025-05-16T03:20:00Z,6,3,,0,0,100,2455.5,134,112
MR2780,2025-05-16,VT-SR28,1032,JAI,HYD,2025-05-16T04:05:00Z,2025-05-16T04:05:00Z,2025-05-16T06:10:00Z,2025-05-16T06:11:00Z,0,0,,0,0,65,2394.4,126,110
MR2781,2025-05-16,VT-SR28,1054,HYD,GOI,2025-05-16T06:45:00Z,2025-05-16T06:45:00Z,2025-05-16T08:10:00Z,2025-05-16T08:11:00Z,0,-8,,0,0,88,2393.6,86,73
MR2782,2025-05-16,VT-SR28,1043,GOI,LKO,2025-05-16T09:21:00Z,2025-05-16T10:14:00Z,2025-05-16T11:53:00Z,2025-05-16T12:47:00Z,53,51,71,0,0,94,1352.4,153,139
MR2783,2025-05-16,VT-SR28,1077,LKO,BLR,2025-05-16T13:34:00Z,2025-05-16T13:48:00Z,2025-05-16T16:11:00Z,2025-05-16T16:34:00Z,14,26,,0,0,103,393.1,166,141
MR2784,2025-05-16,VT-HI60,1028,BOM,CCU,2025-05-16T02:45:00Z,2025-05-16T02:45:00Z,2025-05-16T05:38:00Z,2025-05-16T05:36:00Z,0,4,,0,0,59,658.1,171,155
MR2785,2025-05-16,VT-HI60,1066,CCU,GOI,2025-05-16T06:43:00Z,2025-05-16T06:43:00Z,2025-05-16T09:39:00Z,2025-05-16T09:48:00Z,0,11,,0,0,93,1513.9,185,158
MR2786,2025-05-16,VT-HI60,1046,GOI,DEL,2025-05-16T10:56:00Z,,2025-05-16T13:30:00Z,,,,,1,0,0,0.0,,
MR2787,2025-05-16,VT-HI60,1074,DEL,LKO,2025-05-16T14:13:00Z,2025-05-16T14:53:00Z,2025-05-16T15:32:00Z,2025-05-16T16:27:00Z,40,34,61,0,0,73,987.7,94,70
MR2788,2025-05-16,VT-PG61,1090,DEL,MAA,2025-05-16T01:00:00Z,2025-05-16T01:00:00Z,2025-05-16T03:52:00Z,2025-05-16T03:52:00Z,0,-7,,0,0,67,1604.4,172,161
MR2789,2025-05-16,VT-PG61,1040,MAA,COK,2025-05-16T04:42:00Z,2025-05-16T04:42:00Z,2025-05-16T06:05:00Z,2025-05-16T06:12:00Z,0,1,,0,0,41,892.9,90,65
MR2790,2025-05-16,VT-PG61,1068,COK,PNQ,2025-05-16T07:02:00Z,2025-05-16T07:02:00Z,2025-05-16T08:57:00Z,2025-05-16T09:06:00Z,0,7,,0,0,46,261.8,124,107
MR2791,2025-05-16,VT-PG61,1063,PNQ,BOM,2025-05-16T10:15:00Z,2025-05-16T11:01:00Z,2025-05-16T11:10:00Z,2025-05-16T12:03:00Z,46,43,93,0,0,49,200.5,62,40
MR2792,2025-05-16,VT-PG61,1006,BOM,GOI,2025-05-16T13:12:00Z,,2025-05-16T14:28:00Z,,,,,1,0,0,0.0,,
MR2793,2025-05-16,VT-JN99,1020,LKO,CCU,2025-05-16T01:30:00Z,2025-05-16T01:30:00Z,2025-05-16T03:24:00Z,2025-05-16T03:26:00Z,0,-6,,0,0,65,2291.0,116,100
MR2794,2025-05-16,VT-JN99,1104,CCU,HYD,2025-05-16T04:21:00Z,2025-05-16T06:57:00Z,2025-05-16T06:37:00Z,2025-05-16T09:18:00Z,156,168,81,0,0,61,722.6,141,127
MR2795,2025-05-16,VT-CU64,1100,GOI,PNQ,2025-05-16T03:15:00Z,2025-05-16T05:25:00Z,2025-05-16T04:26:00Z,2025-05-16T06:45:00Z,130,138,81,0,0,101,2353.1,80,56
MR2796,2025-05-16,VT-CU64,1026,PNQ,JAI,2025-05-16T07:18:00Z,2025-05-16T07:18:00Z,2025-05-16T09:11:00Z,2025-05-16T09:15:00Z,0,11,,0,0,139,1878.1,117,101
MR2797,2025-05-16,VT-CU64,1035,JAI,COK,2025-05-16T10:16:00Z,2025-05-16T11:00:00Z,2025-05-16T13:15:00Z,2025-05-16T13:56:00Z,44,53,89,0,0,82,1196.7,176,161
MR2798,2025-05-16,VT-CU64,1079,COK,LKO,2025-05-16T14:53:00Z,2025-05-16T16:49:00Z,2025-05-16T17:56:00Z,2025-05-16T19:48:00Z,116,125,73,0,0,93,1447.9,179,168
MR2799,2025-05-16,VT-XE40,1089,CCU,DEL,2025-05-16T03:45:00Z,2025-05-16T05:33:00Z,2025-05-16T06:12:00Z,2025-05-16T07:59:00Z,108,109,71,0,0,122,573.2,146,135
MR2800,2025-05-16,VT-XE40,1090,DEL,MAA,2025-05-16T08:51:00Z,2025-05-16T10:11:00Z,2025-05-16T11:43:00Z,2025-05-16T13:08:00Z,80,79,73,0,0,109,2079.2,177,161
MR2801,2025-05-16,VT-CQ40,1057,GOI,COK,2025-05-16T01:00:00Z,2025-05-16T01:07:00Z,2025-05-16T02:32:00Z,2025-05-16T02:44:00Z,7,10,,0,0,79,2369.7,97,74
MR2802,2025-05-16,VT-CQ40,1079,COK,LKO,2025-05-16T03:15:00Z,2025-05-16T03:17:00Z,2025-05-16T06:18:00Z,2025-05-16T06:15:00Z,2,14,,0,0,86,1016.9,178,168
MR2803,2025-05-16,VT-WK37,1042,MAA,LKO,2025-05-16T01:15:00Z,2025-05-16T01:18:00Z,2025-05-16T03:50:00Z,2025-05-16T03:56:00Z,3,14,,0,0,145,2338.4,158,137
MR2804,2025-05-16,VT-WK37,1003,LKO,HYD,2025-05-16T04:38:00Z,2025-05-16T04:48:00Z,2025-05-16T06:42:00Z,2025-05-16T06:53:00Z,10,18,,0,0,162,2158.3,125,110
MR2805,2025-05-16,VT-CF18,1002,MAA,DEL,2025-05-16T03:00:00Z,2025-05-16T04:54:00Z,2025-05-16T05:52:00Z,2025-05-16T07:53:00Z,114,115,93,0,0,124,674.6,179,159
MR2806,2025-05-16,VT-CF18,1051,DEL,BLR,2025-05-16T08:26:00Z,2025-05-16T10:48:00Z,2025-05-16T11:14:00Z,2025-05-16T13:47:00Z,142,144,41,0,0,154,838.9,179,156
MR2807,2025-05-16,VT-CF18,1083,BLR,MAA,2025-05-16T14:41:00Z,2025-05-16T17:08:00Z,2025-05-16T15:46:00Z,2025-05-16T18:22:00Z,147,143,36,0,0,171,1028.7,74,51
