flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3646,2025-05-24,VT-LG97,1017,MAA,BLR,2025-05-24T03:30:00Z,2025-05-24T04:06:00Z,2025-05-24T04:35:00Z,2025-05-24T05:08:00Z,36,41,61,0,0,129,1259.1,62,52
MR3647,2025-05-24,VT-LG97,1087,BLR,AMD,2025-05-24T05:52:00Z,2025-05-24T05:54:00Z,2025-05-24T08:06:00Z,2025-05-24T08:14:00Z,2,-2,,0,0,100,1285.9,140,123
MR3648,2025-05-24,VT-LG97,1067,AMD,PNQ,2025-05-24T09:24:00Z,2025-05-24T10:40:00Z,2025-05-24T10:47:00Z,2025-05-24T12:12:00Z,76,73,61,0,0,111,2311.7,92,65
MR3649,2025-05-24,VT-LG97,1026,PNQ,JAI,2025-05-24T13:07:00Z,2025-05-24T13:15:00Z,2025-05-24T15:00:00Z,2025-05-24T15:08:00Z,8,20,,0,0,119,652.0,113,99
MR3650,2025-05-24,VT-LG97,1030,JAI,CCU,2025-05-24T15:54:00Z,2025-05-24T16:31:00Z,2025-05-24T18:26:00Z,2025-05-24T19:17:00Z,37,32,71,0,0,102,1598.7,166,140
MR3651,2025-05-24,VT-RI84,1007,CCU,MAA,2025-05-24T01:15:00Z,2025-05-24T04:07:00Z,2025-05-24T03:42:00Z,2025-05-24T06:39:00Z,172,176,89,0,0,135,2244.0,152,133
MR3652,2025-05-24,VT-RI84,1096,MAA,CCU,2025-05-24T07:19:00Z,2025-05-24T09:32:00Z,2025-05-24T09:46:00Z,2025-05-24T12:12:00Z,133,135,81,0,0,148,297.1,160,135
MR3653,2025-05-24,VT-RI84,1007,CCU,MAA,2025-05-24T13:03:00Z,2025-05-24T13:03:00Z,2025-05-24T15:30:00Z,2025-05-24T15:35:00Z,0,-6,,0,0,134,878.7,152,136
MR3654,2025-05-24,VT-RI84,1103,MAA,BOM,2025-05-24T16:08:00Z,2025-05-24T16:10:00Z,2025-05-24T18:09:00Z,2025-05-24T18:22:00Z,2,12,,0,0,116,636.4,132,108
MR3655,2025-05-24,VT-VK17,1086,BLR,LKO,2025-05-24T02:30:00Z,2025-05-24T02:30:00Z,2025-05-24T05:07:00Z,2025-05-24T05:13:00Z,0,0,,0,0,150,1526.5,163,143
MR3656,2025-05-24,VT-VK17,1077,LKO,BLR,2025-05-24T05:43:00Z,2025-05-24T05:43:00Z,2025-05-24T08:20:00Z,2025-05-24T08:30:00Z,0,2,,0,0,136,1811.9,167,141
MR3657,2025-05-24,VT-VK17,1117,BLR,GOI,2025-05-24T09:14:00Z,2025-05-24T09:14:00Z,2025-05-24T10:35:00Z,2025-05-24T10:48:00Z,0,-7,,0,0,170,229.8,94,71
MR3658,2025-05-24,VT-VK17,1044,GOI,JAI,2025-05-24T11:56:00Z,2025-05-24T13:24:00Z,2025-05-24T14:14:00Z,2025-05-24T15:45:00Z,88,87,51,0,0,136,462.4,141,127
MR3659,2025-05-24,VT-VK17,1095,JAI,GOI,2025-05-24T16:55:00Z,2025-05-24T16:55:00Z,2025-05-24T19:13:00Z,2025-05-24T19:23:00Z,0,10,,0,0,113,2248.1,148,129
MR3660,2025-05-24,VT-XK17,1046,GOI,DEL,2025-05-24T01:00:00Z,2025-05-24T01:00:00Z,2025-05-24T03:34:00Z,2025-05-24T03:44:00Z,0,-3,,0,0,81,1664.6,164,145
MR3661,2025-05-24,VT-XK17,1088,DEL,BOM,2025-05-24T04:16:00Z,2025-05-24T06:39:00Z,2025-05-24T06:24:00Z,2025-05-24T08:49:00Z,143,138,11,0,0,86,1271.3,130,119
MR3662,2025-05-24,VT-XK17,1008,BOM,LKO,2025-05-24T09:48:00Z,2025-05-24T10:11:00Z,2025-05-24T12:02:00Z,2025-05-24T12:33:00Z,23,32,61,0,0,126,309.8,142,122
MR3663,2025-05-24,VT-XE40,1009,BLR,JAI,2025-05-24T03:45:00Z,2025-05-24T03:45:00Z,2025-05-24T06:20:00Z,2025-05-24T06:27:00Z,0,1,,0,0,165,1004.2,162,144
MR3664,2025-05-24,VT-XE40,1093,JAI,AMD,2025-05-24T07:04:00Z,2025-05-24T07:31:00Z,2025-05-24T08:28:00Z,2025-05-24T08:53:00Z,27,27,81,0,0,152,2046.5,82,70
MR3665,2025-05-24,VT-RD58,1015,CCU,BLR,2025-05-24T03:30:00Z,2025-05-24T05:24:00Z,2025-05-24T06:10:00Z,2025-05-24T08:06:00Z,114,120,36,0,0,55,923.0,162,142
MR3666,2025-05-24,VT-RD58,1009,BLR,JAI,2025-05-24T09:10:00Z,2025-05-24T09:10:00Z,2025-05-24T11:45:00Z,2025-05-24T12:02:00Z,0,-3,,0,0,62,555.4,172,146
MR3667,2025-05-24,VT-RD58,1035,JAI,COK,2025-05-24T13:04:00Z,2025-05-24T14:46:00Z,2025-05-24T16:03:00Z,2025-05-24T17:48:00Z,102,109,89,0,0,45,1392.6,182,171
MR3668,2025-05-24,VT-RD58,1000,COK,JAI,2025-05-24T18:20:00Z,2025-05-24T18:21:00Z,2025-05-24T21:19:00Z,2025-05-24T21:31:00Z,1,-6,,0,0,60,1074.5,190,163
MR3669,2025-05-24,VT-RD58,1113,JAI,BOM,2025-05-24T22:17:00Z,2025-05-25T00:03:00Z,2025-05-25T00:08:00Z,2025-05-25T02:02:00Z,106,112,71,0,0,39,2108.4,119,97
MR3670,2025-05-24,VT-BH82,1068,COK,PNQ,2025-05-24T03:45:00Z,2025-05-24T03:57:00Z,2025-05-24T05:40:00Z,2025-05-24T05:53:00Z,12,22,,0,0,110,1725.6,116,104
MR3671,2025-05-24,VT-BH82,1065,PNQ,AMD,2025-05-24T06:48:00Z,2025-05-24T06:52:00Z,2025-05-24T08:11:00Z,2025-05-24T08:22:00Z,4,6,,0,0,131,973.1,90,68
MR3672,2025-05-24,VT-BH82,1067,AMD,PNQ,2025-05-24T09:31:00Z,2025-05-24T09:45:00Z,2025-05-24T10:54:00Z,2025-05-24T11:17:00Z,14,26,,0,0,132,2048.6,92,69
MR3673,2025-05-24,VT-BH82,1013,PNQ,COK,2025-05-24T12:22:00Z,2025-05-24T12:22:00Z,2025-05-24T14:17:00Z,2025-05-24T14:12:00Z,0,3,,0,0,148,1397.8,110,99
MR3674,2025-05-24,VT-PH70,1007,CCU,MAA,2025-05-24T03:45:00Z,2025-05-24T03:45:00Z,2025-05-24T06:12:00Z,2025-05-24T06:23:00Z,0,-8,,0,0,132,582.2,158,135
MR3675,2025-05-24,VT-PH70,1101,MAA,JAI,2025-05-24T07:26:00Z,2025-05-24T07:28:00Z,2025-05-24T10:07:00Z,2025-05-24T10:22:00Z,2,9,,0,0,155,2109.3,174,151
MR3676,2025-05-24,VT-PH70,1030,JAI,CCU,2025-05-24T11:28:00Z,2025-05-24T12:43:00Z,2025-05-24T14:00:00Z,2025-05-24T15:16:00Z,75,69,11,0,0,157,1064.3,153,136
MR3677,2025-05-24,VT-PH70,1036,CCU,COK,2025-05-24T15:56:00Z,2025-05-24T15:56:00Z,2025-05-24T19:00:00Z,2025-05-24T18:59:00Z,0,1,,0,0,119,1226.9,183,171
MR3678,2025-05-24,VT-NH67,1112,HYD,DEL,2025-05-24T01:00:00Z,2025-05-24T01:00:00Z,2025-05-24T03:16:00Z,2025-05-24T03:12:00Z,0,-8,,0,0,138,471.7,132,121
MR3679,2025-05-24,VT-NH67,1051,DEL,BLR,2025-05-24T03:44:00Z,2025-05-24T03:54:00Z,2025-05-24T06:32:00Z,2025-05-24T06:53:00Z,10,6,,0,0,122,253.5,179,151
