flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2335,2025-05-12,VT-CF18,1050,JAI,MAA,2025-05-12T03:30:00Z,2025-05-12T03:30:00Z,2025-05-12T06:11:00Z,2025-05-12T06:10:00Z,0,-4,,0,0,132,1375.5,160,145
MR2336,2025-05-12,VT-CF18,1105,MAA,HYD,2025-05-12T07:15:00Z,2025-05-12T07:19:00Z,2025-05-12T08:37:00Z,2025-05-12T08:46:00Z,4,14,,0,0,149,2412.8,87,66
MR2337,2025-05-12,VT-CF18,1108,HYD,LKO,2025-05-12T09:40:00Z,2025-05-12T12:17:00Z,2025-05-12T11:44:00Z,2025-05-12T14:28:00Z,157,159,51,0,0,155,2214.6,131,109
MR2338,2025-05-12,VT-CF18,1061,LKO,PNQ,2025-05-12T15:25:00Z,2025-05-12T15:25:00Z,2025-05-12T17:36:00Z,2025-05-12T17:54:00Z,0,11,,0,0,173,1327.9,149,121
MR2339,2025-05-12,VT-CF18,1037,PNQ,DEL,2025-05-12T18:33:00Z,2025-05-12T18:43:00Z,2025-05-12T20:42:00Z,2025-05-12T21:03:00Z,10,5,,0,0,175,982.9,140,119
MR2340,2025-05-12,VT-AT51,1079,COK,LKO,2025-05-12T03:30:00Z,2025-05-12T06:24:00Z,2025-05-12T06:33:00Z,2025-05-12T09:31:00Z,174,177,71,0,0,121,1415.8,187,172
MR2341,2025-05-12,VT-AT51,1061,LKO,PNQ,2025-05-12T10:18:00Z,2025-05-12T10:30:00Z,2025-05-12T12:29:00Z,2025-05-12T12:43:00Z,12,5,,0,0,173,1503.4,133,117
MR2342,2025-05-12,VT-AT51,1034,PNQ,MAA,2025-05-12T13:28:00Z,2025-05-12T15:38:00Z,2025-05-12T15:20:00Z,2025-05-12T17:34:00Z,130,135,11,0,0,166,2242.9,116,101
MR2343,2025-05-12,VT-RD58,1118,HYD,CCU,2025-05-12T02:15:00Z,2025-05-12T02:26:00Z,2025-05-12T04:31:00Z,2025-05-12T05:00:00Z,11,19,,0,0,47,841.2,154,127
MR2344,2025-05-12,VT-RD58,1104,CCU,HYD,2025-05-12T05:42:00Z,2025-05-12T05:42:00Z,2025-05-12T07:58:00Z,2025-05-12T08:06:00Z,0,-3,,0,0,67,2084.1,144,125
MR2345,2025-05-12,VT-RD58,1054,HYD,GOI,2025-05-12T09:15:00Z,2025-05-12T09:17:00Z,2025-05-12T10:40:00Z,2025-05-12T10:44:00Z,2,2,,0,0,63,1013.2,87,67
MR2346,2025-05-12,VT-RD58,1053,GOI,AMD,2025-05-12T11:52:00Z,2025-05-12T11:52:00Z,2025-05-12T13:39:00Z,2025-05-12T13:48:00Z,0,4,,0,0,61,2406.3,116,90
MR2347,2025-05-12,VT-NH67,1057,GOI,COK,2025-05-12T02:45:00Z,2025-05-12T05:14:00Z,2025-05-12T04:17:00Z,2025-05-12T06:50:00Z,149,157,81,0,0,147,1015.6,96,75
MR2348,2025-05-12,VT-NH67,1029,COK,HYD,2025-05-12T07:40:00Z,2025-05-12T09:49:00Z,2025-05-12T09:24:00Z,2025-05-12T11:41:00Z,129,134,73,0,0,152,2117.9,112,93
MR2349,2025-05-12,VT-NH67,1118,HYD,CCU,2025-05-12T12:25:00Z,2025-05-12T14:49:00Z,2025-05-12T14:41:00Z,2025-05-12T17:17:00Z,144,145,81,0,0,111,827.0,148,124
MR2350,2025-05-12,VT-NH67,1089,CCU,DEL,2025-05-12T18:01:00Z,2025-05-12T20:01:00Z,2025-05-12T20:28:00Z,2025-05-12T22:32:00Z,120,126,89,0,0,132,2445.4,151,132
MR2351,2025-05-12,VT-UL30,1022,PNQ,HYD,2025-05-12T01:30:00Z,2025-05-12T01:43:00Z,2025-05-12T02:53:00Z,2025-05-12T03:22:00Z,13,11,,0,0,43,1986.2,99,71
MR2352,2025-05-12,VT-UL30,1094,HYD,PNQ,2025-05-12T04:26:00Z,2025-05-12T04:26:00Z,2025-05-12T05:49:00Z,2025-05-12T05:54:00Z,0,7,,0,0,67,362.5,88,72
MR2353,2025-05-12,VT-UL30,1022,PNQ,HYD,2025-05-12T06:32:00Z,2025-05-12T08:33:00Z,2025-05-12T07:55:00Z,2025-05-12T09:57:00Z,121,130,71,0,0,39,2363.7,84,69
MR2354,2025-05-12,VT-UL30,1112,HYD,DEL,2025-05-12T11:01:00Z,2025-05-12T11:01:00Z,2025-05-12T13:17:00Z,2025-05-12T13:10:00Z,0,-8,,0,0,49,962.3,129,118
MR2355,2025-05-12,VT-UL30,1088,DEL,BOM,2025-05-12T14:07:00Z,2025-05-12T14:07:00Z,2025-05-12T16:15:00Z,2025-05-12T16:19:00Z,0,-7,,0,0,59,2334.7,132,111
MR2356,2025-05-12,VT-LG97,1016,DEL,AMD,2025-05-12T02:45:00Z,2025-05-12T03:00:00Z,2025-05-12T04:27:00Z,2025-05-12T04:47:00Z,15,16,,0,0,81,423.4,107,92
MR2357,2025-05-12,VT-LG97,1091,AMD,JAI,2025-05-12T05:25:00Z,2025-05-12T05:27:00Z,2025-05-12T06:49:00Z,2025-05-12T06:58:00Z,2,-6,,0,0,134,1483.2,91,70
MR2358,2025-05-12,VT-LG97,1048,JAI,LKO,2025-05-12T08:01:00Z,2025-05-12T08:01:00Z,2025-05-12T09:27:00Z,2025-05-12T09:36:00Z,0,11,,0,0,100,309.6,95,73
MR2359,2025-05-12,VT-AV80,1090,DEL,MAA,2025-05-12T01:45:00Z,2025-05-12T01:45:00Z,2025-05-12T04:37:00Z,2025-05-12T04:39:00Z,0,0,,0,0,130,1467.8,174,164
MR2360,2025-05-12,VT-AV80,1097,MAA,GOI,2025-05-12T05:10:00Z,2025-05-12T07:15:00Z,2025-05-12T06:49:00Z,2025-05-12T08:50:00Z,125,135,89,0,0,117,466.2,95,84
MR2361,2025-05-12,VT-AV80,1072,GOI,HYD,2025-05-12T09:31:00Z,2025-05-12T09:41:00Z,2025-05-12T10:56:00Z,2025-05-12T11:01:00Z,10,2,,0,0,149,897.6,80,70
MR2362,2025-05-12,VT-AV80,1060,HYD,COK,2025-05-12T12:08:00Z,2025-05-12T14:00:00Z,2025-05-12T13:52:00Z,2025-05-12T15:57:00Z,112,107,71,0,0,105,1266.4,117,93
MR2363,2025-05-12,VT-EI46,1109,COK,GOI,2025-05-12T01:45:00Z,2025-05-12T01:45:00Z,2025-05-12T03:17:00Z,2025-05-12T03:19:00Z,0,5,,0,0,117,1445.8,94,84
MR2364,2025-05-12,VT-EI46,1043,GOI,LKO,2025-05-12T04:06:00Z,2025-05-12T04:06:00Z,2025-05-12T06:38:00Z,2025-05-12T06:48:00Z,0,9,,0,0,111,1072.6,162,135
MR2365,2025-05-12,VT-RO27,1049,HYD,BOM,2025-05-12T03:30:00Z,2025-05-12T03:41:00Z,2025-05-12T05:02:00Z,2025-05-12T05:13:00Z,11,4,,0,0,103,411.3,92,74
MR2366,2025-05-12,VT-RO27,1092,BOM,HYD,2025-05-12T05:49:00Z,2025-05-12T05:49:00Z,2025-05-12T07:21:00Z,2025-05-12T07:26:00Z,0,-8,,0,0,164,1915.3,97,76
MR2367,2025-05-12,VT-RO27,1049,HYD,BOM,2025-05-12T08:13:00Z,2025-05-12T10:02:00Z,2025-05-12T09:45:00Z,2025-05-12T11:36:00Z,109,117,36,0,0,165,2247.9,94,81
MR2368,2025-05-12,VT-SR28,1090,DEL,MAA,2025-05-12T02:45:00Z,2025-05-12T02:45:00Z,2025-05-12T05:37:00Z,2025-05-12T05:44:00Z,0,8,,0,0,90,424.5,179,158
MR2369,2025-05-12,VT-SR28,1105,MAA,HYD,2025-05-12T06:24:00Z,2025-05-12T06:24:00Z,2025-05-12T07:46:00Z,2025-05-12T07:47:00Z,0,8,,0,0,89,1494.0,83,66
MR2370,2025-05-12,VT-WK37,1104,CCU,HYD,2025-05-12T02:00:00Z,2025-05-12T04:14:00Z,2025-05-12T04:16:00Z,2025-05-12T06:36:00Z,134,133,93,0,0,120,1864.3,142,128
MR2371,2025-05-12,VT-WK37,1112,HYD,DEL,2025-05-12T07:34:00Z,2025-05-12T07:34:00Z,2025-05-12T09:50:00Z,2025-05-12T09:51:00Z,0,-5,,0,0,156,838.7,137,121
MR2372,2025-05-12,VT-WK37,1074,DEL,LKO,2025-05-12T10:58:00Z,2025-05-12T11:07:00Z,2025-05-12T12:17:00Z,2025-05-12T12:29:00Z,9,20,,0,0,126,1916.5,82,67
