flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2681,2025-05-15,VT-OT82,1061,LKO,PNQ,2025-05-15T01:00:00Z,2025-05-15T01:00:00Z,2025-05-15T03:11:00Z,2025-05-15T03:25:00Z,0,5,,0,0,110,1987.3,145,122
MR2682,2025-05-15,VT-OT82,1026,PNQ,JAI,2025-05-15T04:20:00Z,2025-05-15T04:27:00Z,2025-05-15T06:13:00Z,2025-05-15T06:19:00Z,7,13,,0,0,103,2491.8,112,102
MR2683,2025-05-15,VT-RD58,1106,HYD,BLR,2025-05-15T03:30:00Z,2025-05-15T03:30:00Z,2025-05-15T04:48:00Z,2025-05-15T04:54:00Z,0,-3,,0,0,60,1732.1,84,66
MR2684,2025-05-15,VT-RD58,1086,BLR,LKO,2025-05-15T05:55:00Z,2025-05-15T05:55:00Z,2025-05-15T08:32:00Z,2025-05-15T08:36:00Z,0,-1,,0,0,57,713.3,161,148
MR2685,2025-05-15,VT-PH70,1088,DEL,BOM,2025-05-15T03:30:00Z,2025-05-15T03:30:00Z,2025-05-15T05:38:00Z,2025-05-15T05:48:00Z,0,-6,,0,0,120,1953.1,138,112
MR2686,2025-05-15,VT-PH70,1045,BOM,PNQ,2025-05-15T06:45:00Z,2025-05-15T08:56:00Z,2025-05-15T07:40:00Z,2025-05-15T09:50:00Z,131,139,89,0,0,159,1959.3,54,38
MR2687,2025-05-15,VT-PH70,1022,PNQ,HYD,2025-05-15T10:45:00Z,2025-05-15T10:45:00Z,2025-05-15T12:08:00Z,2025-05-15T12:13:00Z,0,11,,0,0,158,294.8,88,71
MR2688,2025-05-15,VT-PH70,1112,HYD,DEL,2025/13/01 99:61,2025-05-15T14:16:00Z,2025-05-15T15:37:00Z,2025-05-15T16:37:00Z,55,63,93,0,0,117,1614.6,141,118
MR2689,2025-05-15,VT-ZZ00,1016,DEL,AMD,2025-05-15T01:00:00Z,2025-05-15T03:09:00Z,2025-05-15T02:42:00Z,2025-05-15T04:59:00Z,129,134,73,0,0,106,2480.3,110,87
MR2690,2025-05-15,VT-SR39,1114,AMD,BLR,2025-05-15T05:55:00Z,2025-05-15T05:55:00Z,2025-05-15T08:09:00Z,2025-05-15T08:10:00Z,0,-2,,0,0,100,1630.0,135,121
MR2691,2025-05-15,VT-SR39,1117,BLR,GOI,2025-05-15T09:13:00Z,2025-05-15T11:55:00Z,2025-05-15T10:34:00Z,2025-05-15T13:33:00Z,162,163,11,0,0,114,916.8,98,73
MR2692,2025-05-15,VT-SR39,1070,GOI,MAA,2025-05-15T14:27:00Z,2025-05-15T14:36:00Z,2025-05-15T16:06:00Z,2025-05-15T16:12:00Z,9,15,,0,0,114,672.7,96,84
MR2693,2025-05-15,VT-AT51,1092,BOM,HYD,2025-05-15T03:15:00Z,2025-05-15T03:54:00Z,2025-05-15T04:47:00Z,2025-05-15T05:26:00Z,39,46,93,0,0,179,1533.2,92,74
MR2694,2025-05-15,,1018,HYD,AMD,2025-05-15T06:09:00Z,2025-05-15T06:09:00Z,2025-05-15T08:00:00Z,2025-05-15T08:18:00Z,0,-2,,0,0,174,2133.1,129,102
MR2695,2025-05-15,VT-AT51,1067,AMD,PNQ,2025-05-15T08:56:00Z,2025-05-15T08:56:00Z,2025-05-15T10:19:00Z,2025-05-15T10:23:00Z,0,3,,0,0,174,1323.8,87,71
MR2696,2025-05-15,VT-AT51,1034,PNQ,MAA,2025-05-15T11:08:00Z,2025-05-15T12:45:00Z,2025-05-15T13:00:00Z,2025-05-15T14:52:00Z,97,89,73,0,0,181,581.7,127,103
MR2697,2025-05-15,VT-AT51,1017,MAA,BLR,2025-05-15T15:35:00Z,2025-05-15T15:35:00Z,2025-05-15T16:40:00Z,2025-05-15T16:49:00Z,0,-5,,0,0,121,945.8,74,49
MR2698,2025-05-15,VT-YK23,1071,BOM,JAI,2025-05-15T02:45:00Z,2025-05-15T02:56:00Z,2025-05-15T04:36:00Z,2025-05-15T04:49:00Z,11,10,,0,0,153,1513.5,113,93
MR2699,2025-05-15,VT-YK23,1048,JAI,LKO,2025-05-15T05:24:00Z,2025-05-15T05:24:00Z,2025-05-15T06:50:00Z,2025-05-15T06:59:00Z,0,-8,,0,0,158,1384.8,95,74
MR2700,2025-05-15,VT-EI46,1004,COK,BLR,2025-05-15T03:00:00Z,2025-05-15T04:56:00Z,2025-05-15T04:12:00Z,2025-05-15T06:19:00Z,116,112,71,0,0,155,1523.7,83,60
MR2701,2025-05-15,VT-EI46,1024,BLR,COK,2025-05-15T06:56:00Z,2025-05-15T06:58:00Z,2025-05-15T08:08:00Z,2025-05-15T08:16:00Z,2,5,,0,0,140,1262.7,78,59
MR2702,2025-05-15,VT-EI46,1029,COK,HYD,2025-05-15T08:53:00Z,2025-05-15T08:53:00Z,2025-05-15T10:37:00Z,2025-05-15T10:35:00Z,0,-4,,0,0,174,1532.4,102,90
MR2703,2025-05-15,VT-EI46,1108,HYD,LKO,2025-05-15T11:40:00Z,2025-05-15T11:40:00Z,2025-05-15T13:44:00Z,2025-05-15T13:50:00Z,0,7,,0,0,105,1830.4,130,116
MR2704,2025-05-15,VT-RW64,1033,LKO,MAA,2025-05-15T02:45:00Z,2025-05-15T02:47:00Z,2025-05-15T05:20:00Z,2025-05-15T05:32:00Z,2,10,,0,0,43,717.4,165,142
MR2705,2025-05-15,VT-RW64,1002,MAA,DEL,2025-05-15T06:19:00Z,2025-05-15T07:57:00Z,2025-05-15T09:11:00Z,2025-05-15T10:49:00Z,98,103,89,0,0,68,732.4,172,157
