flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR1001,2025-05-01,VT-CF18,1119,AMD,GOI,2025-05-01T02:15:00Z,2025-05-01T03:04:00Z,2025-05-01T04:02:00Z,2025-05-01T04:57:00Z,49,57,36,0,0,125,205.9,113,93
MR1002,2025-05-01,VT-CF18,1053,GOI,AMD,2025-05-01T05:56:00Z,2025-05-01T06:51:00Z,2025-05-01T07:43:00Z,2025-05-01T08:40:00Z,55,67,36,0,0,182,1787.7,109,90
MR1003,2025-05-01,VT-CF18,1119,AMD,GOI,2025-05-01T09:33:00Z,2025-05-01T09:36:00Z,2025-05-01T11:20:00Z,2025-05-01T11:31:00Z,3,3,,0,0,106,1052.2,115,92
MR1004,2025-05-01,VT-YK23,1113,JAI,BOM,2025-05-01T01:00:00Z,2025-05-01T03:36:00Z,2025-05-01T02:51:00Z,2025-05-01T05:33:00Z,156,162,51,0,0,129,1878.1,117,97
MR1005,2025-05-01,VT-YK23,1008,BOM,LKO,2025-05-01T06:06:00Z,2025-05-01T06:14:00Z,2025-05-01T08:20:00Z,2025-05-01T08:43:00Z,8,3,,0,0,125,455.0,149,123
MR1006,2025-05-01,VT-YK23,1069,LKO,GOI,2025-05-01T09:42:00Z,2025-05-01T09:42:00Z,2025-05-01T12:14:00Z,2025-05-01T12:31:00Z,0,4,,0,0,134,1474.9,169,143
MR1007,2025-05-01,VT-YK23,1098,GOI,CCU,2025-05-01T13:22:00Z,2025-05-01T13:22:00Z,2025-05-01T16:18:00Z,2025-05-01T16:16:00Z,0,6,,0,0,102,1037.9,174,159
MR1008,2025-05-01,VT-YK23,1073,CCU,LKO,2025-05-01T17:19:00Z,2025-05-01T17:19:00Z,2025-05-01T19:13:00Z,2025-05-01T19:07:00Z,0,4,,0,0,166,300.1,108,98
MR1009,2025-05-01,VT-DJ65,1020,LKO,CCU,2025-05-01T01:00:00Z,2025-05-01T01:00:00Z,2025-05-01T02:54:00Z,2025-05-01T03:06:00Z,0,-2,,0,0,103,856.8,126,102
MR1010,2025-05-01,VT-DJ65,1066,CCU,GOI,2025-05-01T04:16:00Z,2025-05-01T04:16:00Z,2025-05-01T07:12:00Z,2025-05-01T07:09:00Z,0,-3,,0,0,88,1857.5,173,159
MR1011,2025-05-01,VT-DJ65,1062,GOI,BLR,2025-05-01T07:45:00Z,2025-05-01T07:54:00Z,2025-05-01T09:06:00Z,2025-05-01T09:30:00Z,9,13,,0,0,81,304.2,96,70
MR1012,2025-05-01,VT-EV70,1024,BLR,COK,2025-05-01T03:15:00Z,2025-05-01T03:17:00Z,2025-05-01T04:27:00Z,2025-05-01T04:28:00Z,2,7,,0,0,149,2225.5,71,56
MR1013,2025-05-01,VT-EV70,1084,COK,MAA,2025-05-01T05:18:00Z,2025-05-01T05:30:00Z,2025-05-01T06:41:00Z,2025-05-01T07:01:00Z,12,5,,0,0,134,1380.5,91,67
MR1014,2025-05-01,VT-EV70,1042,MAA,LKO,2025-05-01T08:04:00Z,2025-05-01T08:04:00Z,2025-05-01T10:39:00Z,2025-05-01T10:52:00Z,0,9,,0,0,137,2436.3,168,145
MR1015,2025-05-01,VT-CU64,1118,HYD,CCU,2025-05-01T03:00:00Z,2025-05-01T03:00:00Z,2025-05-01T05:16:00Z,2025-05-01T05:21:00Z,0,-8,,0,0,93,1248.8,141,127
MR1016,2025-05-01,VT-CU64,1012,CCU,JAI,2025-05-01T06:06:00Z,2025-05-01T06:06:00Z,2025-05-01T08:38:00Z,2025-05-01T08:44:00Z,0,3,,0,0,86,211.9,158,138
MR1017,2025-05-01,VT-VK17,1027,LKO,JAI,2025-05-01T03:45:00Z,2025-05-01T03:45:00Z,2025-05-01T05:11:00Z,2025-05-01T05:22:00Z,0,-4,,0,0,148,756.6,97,72
MR1018,2025-05-01,VT-VK17,1093,JAI,AMD,2025-05-01T06:03:00Z,2025-05-01T06:11:00Z,2025-05-01T07:27:00Z,2025-05-01T07:40:00Z,8,20,,0,0,149,1109.8,89,74
MR1019,2025-05-01,VT-WJ61,1111,DEL,PNQ,2025-05-01T03:00:00Z,2025-05-01T04:25:00Z,2025-05-01T05:09:00Z,2025-05-01T06:44:00Z,85,84,41,0,0,157,1755.3,139,119
MR1020,2025-05-01,VT-WJ61,1013,PNQ,COK,2025-05-01T07:32:00Z,2025-05-01T09:04:00Z,2025-05-01T09:27:00Z,2025-05-01T11:04:00Z,92,104,51,0,0,103,2265.2,120,101
MR1021,2025-05-01,VT-WJ61,1021,COK,AMD,2025-05-01T11:41:00Z,2025-05-01T11:56:00Z,2025-05-01T14:14:00Z,2025-05-01T14:29:00Z,15,22,,0,0,127,2316.5,153,142
MR1022,2025-05-01,VT-WJ61,1031,AMD,CCU,2025-05-01T15:18:00Z,2025-05-01T15:21:00Z,2025-05-01T18:10:00Z,2025-05-01T18:22:00Z,3,11,,0,0,102,887.3,181,159
MR1023,2025-05-01,VT-XE40,1074,DEL,LKO,2025-05-01T02:15:00Z,2025-05-01T02:27:00Z,2025-05-01T03:34:00Z,2025-05-01T04:01:00Z,12,22,,0,0,115,2381.2,94,66
MR1024,2025-05-01,VT-XE40,1020,LKO,CCU,2025-05-01T04:58:00Z,2025-05-01T04:58:00Z,2025-05-01T06:52:00Z,2025-05-01T07:04:00Z,0,9,,0,0,162,1878.9,126,103
MR1025,2025-05-01,VT-XE40,1012,CCU,JAI,2025-05-01T07:38:00Z,2025-05-01T07:38:00Z,2025-05-01T10:10:00Z,2025-05-01T10:05:00Z,0,11,,0,0,151,1997.9,147,137
MR1026,2025-05-01,VT-XE40,1059,JAI,BLR,2025-05-01T10:37:00Z,2025-05-01T10:37:00Z,2025-05-01T13:12:00Z,2025-05-01T13:23:00Z,0,4,,0,0,155,484.9,166,140
MR1027,2025-05-01,VT-XE40,1083,BLR,MAA,2025-05-01T14:24:00Z,2025-05-01T14:24:00Z,2025-05-01T15:29:00Z,2025-05-01T15:28:00Z,0,2,,0,0,162,711.4,64,48
