flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3986,2025-05-27,VT-RO27,1099,MAA,AMD,2025-05-27T01:45:00Z,2025-05-27T01:52:00Z,2025-05-27T04:11:00Z,2025-05-27T04:19:00Z,7,1,,0,0,101,1797.9,147,137
MR3987,2025-05-27,VT-RO27,1107,AMD,MAA,2025-05-27T05:13:00Z,2025-05-27T05:13:00Z,2025-05-27T07:39:00Z,2025-05-27T07:43:00Z,0,-4,,0,0,134,382.9,150,136
MR3988,2025-05-27,VT-RO27,1099,MAA,AMD,2025-05-27T08:27:00Z,2025-05-27T08:29:00Z,2025-05-27T10:53:00Z,2025-05-27T11:01:00Z,2,11,,0,0,114,1557.0,152,131
MR3989,2025-05-27,VT-RO27,1119,AMD,GOI,2025-05-27T12:11:00Z,2025-05-27T12:11:00Z,2025-05-27T13:58:00Z,2025-05-27T14:07:00Z,0,-3,,0,0,168,810.8,116,90
MR3990,2025-05-27,VT-RO27,1072,GOI,HYD,2025-05-27T15:12:00Z,2025-05-27T15:16:00Z,2025-05-27T16:37:00Z,2025-05-27T16:50:00Z,4,3,,0,0,150,1233.0,94,70
MR3991,2025-05-27,VT-CU64,1083,BLR,MAA,2025-05-27T03:15:00Z,2025-05-27T03:25:00Z,2025-05-27T04:20:00Z,2025-05-27T04:30:00Z,10,12,,0,0,88,254.6,65,49
MR3992,2025-05-27,VT-CU64,1097,MAA,GOI,2025-05-27T05:30:00Z,2025-05-27T06:24:00Z,2025-05-27T07:09:00Z,2025-05-27T08:03:00Z,54,61,41,0,0,83,2121.4,99,85
MR3993,2025-05-27,VT-SR39,1010,BOM,COK,2025-05-27T01:15:00Z,2025-05-27T01:29:00Z,2025-05-27T03:17:00Z,2025-05-27T03:32:00Z,14,20,,0,0,80,2379.3,123,105
MR3994,2025-05-27,VT-SR39,1081,COK,DEL,2025-05-27T04:12:00Z,2025-05-27T04:23:00Z,2025-05-27T07:25:00Z,2025-05-27T07:43:00Z,11,3,,0,0,85,1991.2,200,178
MR3995,2025-05-27,VT-SR39,1074,DEL,LKO,2025-05-27T08:40:00Z,,2025-05-27T09:59:00Z,,,,,1,0,0,0.0,,
MR3996,2025-05-27,VT-SR39,1027,LKO,JAI,2025-05-27T11:01:00Z,2025-05-27T11:01:00Z,2025-05-27T12:27:00Z,2025-05-27T12:40:00Z,0,6,,0,0,98,2484.8,99,74
MR3997,2025-05-27,VT-HI60,1036,CCU,COK,2025-05-27T03:45:00Z,2025-05-27T03:45:00Z,2025-05-27T06:49:00Z,2025-05-27T06:47:00Z,0,10,,0,0,102,2016.3,182,166
MR3998,2025-05-27,VT-HI60,1109,COK,GOI,2025-05-27T07:50:00Z,2025-05-27T08:03:00Z,2025-05-27T09:22:00Z,2025-05-27T09:49:00Z,13,9,,0,0,96,716.8,106,78
MR3999,2025-05-27,VT-HI60,1062,GOI,BLR,2025-05-27T10:51:00Z,2025-05-27T10:51:00Z,2025-05-27T12:12:00Z,2025-05-27T12:10:00Z,0,2,,0,0,87,2285.9,79,63
MR4000,2025-05-27,VT-HI60,1087,BLR,AMD,2025-05-27T12:40:00Z,2025-05-27T12:47:00Z,2025-05-27T14:54:00Z,2025-05-27T15:11:00Z,7,4,,0,0,92,1169.0,144,123
MR4001,2025-05-27,VT-HI60,1039,AMD,LKO,2025-05-27T16:08:00Z,2025-05-27T16:08:00Z,2025-05-27T18:05:00Z,2025-05-27T18:08:00Z,0,5,,0,0,64,2150.8,120,106
MR4002,2025-05-27,VT-BH82,1095,JAI,GOI,2025-05-27T02:00:00Z,2025-05-27T02:00:00Z,2025-05-27T04:18:00Z,2025-05-27T04:20:00Z,0,12,,0,0,152,1267.1,140,130
MR4003,2025-05-27,VT-BH82,1053,GOI,AMD,2025-05-27T05:02:00Z,2025-05-27T05:02:00Z,2025-05-27T06:49:00Z,2025-05-27T06:53:00Z,0,6,,0,0,123,2049.2,111,99
MR4004,2025-05-27,VT-BH82,1039,AMD,LKO,2025-05-27T07:31:00Z,2025-05-27T08:39:00Z,2025-05-27T09:28:00Z,2025-05-27T10:43:00Z,68,76,36,0,0,122,534.2,124,107
MR4005,2025-05-27,VT-BH82,1061,LKO,PNQ,2025-05-27T11:48:00Z,2025-05-27T12:02:00Z,2025-05-27T13:59:00Z,2025-05-27T14:24:00Z,14,21,,0,0,168,873.7,142,114
MR4006,2025-05-27,VT-TB89,1006,BOM,GOI,2025-05-27T01:15:00Z,2025-05-27T02:10:00Z,2025-05-27T02:31:00Z,2025-05-27T03:32:00Z,55,52,81,0,0,171,1894.8,82,68
MR4007,2025-05-27,VT-TB89,1053,GOI,AMD,2025-05-27T04:26:00Z,2025-05-27T05:32:00Z,2025-05-27T06:13:00Z,2025-05-27T07:16:00Z,66,78,81,0,0,184,1310.1,104,90
MR4008,2025-05-27,VT-TB89,1107,AMD,MAA,2025-05-27T08:08:00Z,2025-05-27T08:08:00Z,2025-05-27T10:34:00Z,2025-05-27T10:37:00Z,0,12,,0,0,175,1623.1,149,135
MR4009,2025-05-27,VT-TB89,1042,MAA,LKO,2025-05-27T11:38:00Z,2025-05-27T11:38:00Z,2025-05-27T14:13:00Z,2025-05-27T14:25:00Z,0,11,,0,0,166,437.1,167,146
MR4010,2025-05-27,VT-TB89,1003,LKO,HYD,2025-05-27T14:55:00Z,2025-05-27T15:01:00Z,2025-05-27T16:59:00Z,2025-05-27T17:11:00Z,6,-2,,0,0,146,2461.3,130,111
MR4011,2025-05-27,VT-CQ40,1055,AMD,BOM,2025-05-27T01:30:00Z,2025-05-27T01:44:00Z,2025-05-27T02:47:00Z,2025-05-27T03:02:00Z,14,11,,0,0,87,1074.0,78,65
MR4012,2025-05-27,VT-CQ40,1045,BOM,PNQ,2025-05-27T04:03:00Z,2025-05-27T04:06:00Z,2025-05-27T04:58:00Z,2025-05-27T05:07:00Z,3,9,,0,0,101,1768.0,61,41
MR4013,2025-05-27,VT-CQ40,1037,PNQ,DEL,2025-05-27T05:42:00Z,2025-05-27T05:46:00Z,2025-05-27T07:51:00Z,2025-05-27T07:57:00Z,4,16,,0,0,66,868.8,131,112
MR4014,2025-05-27,VT-CQ40,1088,DEL,BOM,2025-05-27T08:36:00Z,2025-05-27T08:42:00Z,2025-05-27T10:44:00Z,2025-05-27T10:54:00Z,6,3,,0,0,89,2273.6,132,110
MR4015,2025-05-27,VT-CQ40,1092,BOM,HYD,2025-05-27T11:27:00Z,2025-05-27T11:34:00Z,2025-05-27T12:59:00Z,2025-05-27T13:21:00Z,7,8,,0,0,60,1434.7,107,80
MR4016,2025-05-27,VT-AT51,1032,JAI,HYD,2025-05-27T03:45:00Z,2025-05-27T04:21:00Z,2025-05-27T05:50:00Z,2025-05-27T06:21:00Z,36,33,71,0,0,136,346.3,120,108
MR4017,2025-05-27,VT-AT51,1018,HYD,AMD,2025-05-27T07:00:00Z,2025-05-27T07:00:00Z,2025-05-27T08:51:00Z,2025-05-27T09:01:00Z,0,12,,0,0,122,884.5,121,100
MR4018,2025-05-27,VT-AT51,1055,AMD,BOM,2025-05-27T10:10:00Z,2025-05-27T12:41:00Z,2025-05-27T11:27:00Z,2025-05-27T14:04:00Z,151,160,41,0,0,183,1234.7,83,64
MR4019,2025-05-27,VT-AT51,1045,BOM,PNQ,2025-05-27T14:51:00Z,2025-05-27T16:00:00Z,2025-05-27T15:46:00Z,2025-05-27T16:59:00Z,69,62,71,0,0,174,1416.1,59,40
MR4020,2025-05-27,VT-AT51,1063,PNQ,BOM,2025-05-27T17:32:00Z,2025-05-27T17:46:00Z,2025-05-27T18:27:00Z,2025-05-27T18:40:00Z,14,18,,0,0,145,392.5,54,42
MR4021,2025-05-27,VT-DJ65,1109,COK,GOI,2025-05-27T01:15:00Z,2025-05-27T01:15:00Z,2025-05-27T02:47:00Z,2025-05-27T02:57:00Z,0,-1,,0,0,100,1633.0,102,80
MR4022,2025-05-27,VT-DJ65,1046,GOI,DEL,2025-05-27T03:59:00Z,2025-05-27T03:59:00Z,2025-05-27T06:33:00Z,2025-05-27T06:46:00Z,0,3,,0,0,86,1176.1,167,144
MR4023,2025-05-27,VT-DJ65,1016,DEL,AMD,2025-05-27T07:45:00Z,2025-05-27T07:53:00Z,2025-05-27T09:27:00Z,2025-05-27T09:51:00Z,8,3,,0,0,69,372.4,118,91
MR4024,2025-05-27,VT-VU92,1041,PNQ,BLR,2025-05-27T02:15:00Z,2025-05-27T02:15:00Z,2025-05-27T03:53:00Z,2025-05-27T03:49:00Z,0,6,,0,0,104,1147.6,94,82
MR4025,2025-05-27,VT-VU92,1052,BLR,BOM,2025-05-27T04:50:00Z,2025-05-27T05:51:00Z,2025-05-27T06:36:00Z,2025-05-27T07:38:00Z,61,53,61,0,0,85,1884.9,107,97
MR4026,2025-05-27,VT-VU92,1006,BOM,GOI,2025-05-27T08:19:00Z,2025-05-27T09:00:00Z,2025-05-27T09:35:00Z,2025-05-27T10:31:00Z,41,38,11,0,0,115,724.0,91,64
MR4027,2025-05-27,VT-VU92,1098,GOI,CCU,2025-05-27T11:18:00Z,2025-05-27T12:11:00Z,2025-05-27T14:14:00Z,2025-05-27T15:01:00Z,53,57,36,0,0,110,1868.2,170,160
MR4028,2025-05-27,VT-NB13,1100,GOI,PNQ,2025-05-27T03:15:00Z,,2025-05-27T04:26:00Z,,,,,1,0,0,0.0,,
MR4029,2025-05-27,VT-NB13,1013,PNQ,COK,2025-05-27T05:34:00Z,2025-05-27T05:34:00Z,2025-05-27T07:29:00Z,2025-05-27T07:33:00Z,0,8,,0,0,105,2337.3,119,100
