flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2227,2025-05-11,VT-RW64,1066,CCU,GOI,2025-05-11T02:15:00Z,2025-05-11T02:15:00Z,2025-05-11T05:11:00Z,2025-05-11T05:13:00Z,0,1,,0,0,56,597.4,178,168
MR2228,2025-05-11,VT-RW64,1100,GOI,PNQ,2025-05-11T05:58:00Z,2025-05-11T05:58:00Z,2025-05-11T07:09:00Z,2025-05-11T07:13:00Z,0,-6,,0,0,59,1174.9,75,61
MR2229,2025-05-11,VT-RW64,1076,PNQ,GOI,2025-05-11T08:03:00Z,2025-05-11T08:03:00Z,2025-05-11T09:14:00Z,2025-05-11T09:22:00Z,0,0,,0,0,41,1041.5,79,61
MR2230,2025-05-11,VT-RW64,1072,GOI,HYD,2025-05-11T09:54:00Z,2025-05-11T09:57:00Z,2025-05-11T11:19:00Z,2025-05-11T11:34:00Z,3,7,,0,0,54,1286.4,97,76
MR2231,2025-05-11,VT-RW64,1118,HYD,CCU,2025-05-11T12:36:00Z,2025-05-11T12:36:00Z,2025-05-11T14:52:00Z,2025-05-11T14:52:00Z,0,9,,0,0,40,780.1,136,124
MR2232,2025-05-11,VT-OQ42,1020,LKO,CCU,2025-05-11T02:15:00Z,2025-05-11T02:25:00Z,2025-05-11T04:09:00Z,2025-05-11T04:31:00Z,10,10,,0,0,126,276.7,126,101
MR2233,2025-05-11,VT-OQ42,1036,CCU,COK,2025-05-11T05:26:00Z,2025-05-11T06:38:00Z,2025-05-11T08:30:00Z,2025-05-11T09:42:00Z,72,75,41,0,0,144,503.9,184,170
MR2234,2025-05-11,VT-OQ42,1000,COK,JAI,2025-05-11T10:40:00Z,2025-05-11T10:45:00Z,2025-05-11T13:39:00Z,2025-05-11T13:55:00Z,5,3,,0,0,158,1956.2,190,162
MR2235,2025-05-11,VT-EV70,1008,BOM,LKO,2025-05-11T01:30:00Z,2025-05-11T02:29:00Z,2025-05-11T03:44:00Z,2025-05-11T04:46:00Z,59,64,36,0,0,125,372.3,137,122
MR2236,2025-05-11,VT-EV70,1056,LKO,COK,2025-05-11T05:22:00Z,2025-05-11T05:22:00Z,2025-05-11T08:25:00Z,2025-05-11T08:27:00Z,0,8,,0,0,101,2448.1,185,171
MR2237,2025-05-11,VT-EV70,1021,COK,AMD,2025-05-11T09:01:00Z,2025-05-11T09:05:00Z,2025-05-11T11:34:00Z,2025-05-11T11:46:00Z,4,-2,,0,0,112,2484.8,161,142
