flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR2988,2025-05-18,VT-SR39,1051,DEL,BLR,2025-05-18T03:30:00Z,2025-05-18T03:32:00Z,2025-05-18T06:18:00Z,2025-05-18T06:15:00Z,2,14,,0,0,122,250.8,163,152
MR2989,2025-05-18,VT-SR39,1025,BLR,PNQ,2025-05-18T07:23:00Z,2025-05-18T08:13:00Z,2025-05-18T09:01:00Z,2025-05-18T09:59:00Z,50,42,41,0,0,117,1442.0,106,84
MR2990,2025-05-18,VT-SR39,1080,PNQ,LKO,2025-05-18T10:49:00Z,2025-05-18T11:07:00Z,2025-05-18T13:00:00Z,2025-05-18T13:23:00Z,18,19,81,0,0,133,1560.1,136,123
MR2991,2025-05-18,VT-SR39,1003,LKO,HYD,2025-05-18T14:26:00Z,2025-05-18T15:19:00Z,2025-05-18T16:30:00Z,2025-05-18T17:31:00Z,53,58,61,0,0,118,1037.5,132,106
MR2992,2025-05-18,VT-UL30,1066,CCU,GOI,2025-05-18T01:30:00Z,2025-05-18T01:30:00Z,2025-05-18T04:26:00Z,2025-05-18T04:26:00Z,0,4,,0,0,54,2473.9,176,165
MR2993,2025-05-18,VT-UL30,1070,GOI,MAA,2025-05-18T05:05:00Z,2025-05-18T06:37:00Z,2025-05-18T06:44:00Z,2025-05-18T08:08:00Z,92,88,93,0,0,60,1963.8,91,81
MR2994,2025-05-18,VT-UL30,1096,MAA,CCU,2025-05-18T09:14:00Z,2025-05-18T10:15:00Z,2025-05-18T11:41:00Z,2025-05-18T12:46:00Z,61,71,89,0,0,43,1721.2,151,137
MR2995,2025-05-18,VT-PG61,1105,MAA,HYD,2025-05-18T02:15:00Z,2025-05-18T02:15:00Z,2025-05-18T03:37:00Z,2025-05-18T03:54:00Z,0,-5,,0,0,64,439.0,99,72
MR2996,2025-05-18,VT-PG61,1054,HYD,GOI,2025-05-18T04:27:00Z,2025-05-18T04:27:00Z,2025-05-18T05:52:00Z,2025-05-18T05:48:00Z,0,-8,,0,0,60,286.4,81,69
MR2997,2025-05-18,VT-PG61,1072,GOI,HYD,2025-05-18T06:54:00Z,2025-05-18T06:54:00Z,2025-05-18T08:19:00Z,2025-05-18T08:24:00Z,0,7,,0,0,42,1162.1,90,74
MR2998,2025-05-18,VT-PG61,1108,HYD,LKO,2025-05-18T09:34:00Z,2025-05-18T09:34:00Z,2025-05-18T11:38:00Z,2025-05-18T11:43:00Z,0,5,,0,0,62,283.1,129,111
MR2999,2025-05-18,VT-PH70,1065,PNQ,AMD,2025-05-18T02:45:00Z,2025-05-18T02:51:00Z,2025-05-18T04:08:00Z,2025-05-18T04:16:00Z,6,12,,0,0,113,1009.1,85,74
MR3000,2025-05-18,VT-PH70,1055,AMD,BOM,2025-05-18T04:52:00Z,2025-05-18T04:52:00Z,2025-05-18T06:09:00Z,2025-05-18T06:04:00Z,0,7,,0,0,148,517.4,72,60
MR3001,2025-05-18,VT-PH70,1028,BOM,CCU,2025-05-18T07:05:00Z,2025-05-18T09:03:00Z,2025-05-18T09:58:00Z,2025-05-18T11:55:00Z,118,119,61,0,0,121,1270.6,172,155
MR3002,2025-05-18,VT-PH70,1073,CCU,LKO,2025-05-18T12:37:00Z,2025-05-18T12:41:00Z,2025-05-18T14:31:00Z,2025-05-18T14:47:00Z,4,0,,0,0,156,1571.5,126,106
MR3003,2025-05-18,VT-RI84,1084,COK,MAA,2025-05-18T03:45:00Z,2025-05-18T03:58:00Z,2025-05-18T05:08:00Z,2025-05-18T05:31:00Z,13,23,,0,0,109,2489.3,93,71
MR3004,2025-05-18,VT-RI84,1040,MAA,COK,2025-05-18T06:06:00Z,2025-05-18T07:30:00Z,2025-05-18T07:29:00Z,2025-05-18T08:56:00Z,84,84,11,0,0,154,1714.0,86,65
MR3005,2025-05-18,VT-RI84,1004,COK,BLR,2025-05-18T09:41:00Z,2025-05-18T12:09:00Z,2025-05-18T10:53:00Z,2025-05-18T13:32:00Z,148,153,61,0,0,155,1476.1,83,60
MR3006,2025-05-18,VT-CU64,1106,HYD,BLR,2025-05-18T01:15:00Z,2025-05-18T01:15:00Z,2025-05-18T02:33:00Z,2025-05-18T02:41:00Z,0,3,,0,0,112,1923.0,86,66
MR3007,2025-05-18,VT-CU64,1024,BLR,COK,2025-05-18T03:12:00Z,2025-05-18T05:39:00Z,2025-05-18T04:24:00Z,2025-05-18T06:57:00Z,147,159,61,0,0,98,804.9,78,55
MR3008,2025-05-18,VT-CU64,1000,COK,JAI,2025-05-18T08:02:00Z,2025-05-18T08:07:00Z,2025-05-18T11:01:00Z,2025-05-18T11:12:00Z,5,17,,0,0,133,1644.8,185,161
MR3009,2025-05-18,VT-YB24,1086,BLR,LKO,2025-05-18T03:15:00Z,2025-05-18T03:17:00Z,2025-05-18T05:52:00Z,2025-05-18T06:11:00Z,2,-2,,0,0,110,1015.1,174,146
MR3010,2025-05-18,VT-YB24,1069,LKO,GOI,2025-05-18T07:14:00Z,2025-05-18T08:22:00Z,2025-05-18T09:46:00Z,2025-05-18T11:12:00Z,68,75,89,0,0,102,1432.3,170,142
MR3011,2025-05-18,VT-AV80,1079,COK,LKO,2025-05-18T02:15:00Z,2025-05-18T02:15:00Z,2025-05-18T05:18:00Z,2025-05-18T05:19:00Z,0,8,,0,0,127,1837.2,184,165
MR3012,2025-05-18,VT-AV80,1075,LKO,DEL,2025-05-18T05:53:00Z,2025-05-18T05:53:00Z,2025-05-18T07:12:00Z,2025-05-18T07:11:00Z,0,9,,0,0,163,2451.0,78,62
MR3013,2025-05-18,VT-AV80,1051,DEL,BLR,2025-05-18T08:17:00Z,2025-05-18T10:49:00Z,2025-05-18T11:05:00Z,2025-05-18T13:41:00Z,152,159,71,0,0,167,715.8,172,159
