flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR4108,2025-05-28,VT-HL46,1103,MAA,BOM,2025-05-28T02:30:00Z,2025-05-28T02:45:00Z,2025-05-28T04:31:00Z,2025-05-28T05:03:00Z,15,11,,0,0,114,617.5,138,111
MR4109,2025-05-28,VT-HL46,1006,BOM,GOI,2025-05-28T05:55:00Z,2025-05-28T08:39:00Z,2025-05-28T07:11:00Z,2025-05-28T09:56:00Z,164,156,51,0,0,114,1390.6,77,61
MR4110,2025-05-28,VT-HL46,1072,GOI,HYD,2025-05-28T10:49:00Z,2025-05-28T10:49:00Z,2025-05-28T12:14:00Z,2025-05-28T12:32:00Z,0,10,,0,0,126,1258.6,103,75
MR4111,2025-05-28,VT-HL46,1049,HYD,BOM,2025-05-28T13:35:00Z,2025-05-28T13:47:00Z,2025-05-28T15:07:00Z,2025-05-28T15:31:00Z,12,15,,0,0,108,2021.3,104,83
MR4112,2025-05-28,VT-HL46,1071,BOM,JAI,2025-05-28T16:22:00Z,2025-05-28T17:33:00Z,2025-05-28T18:13:00Z,2025-05-28T19:20:00Z,71,76,36,0,0,90,434.9,107,94
MR4113,2025-05-28,VT-QD90,1072,GOI,HYD,2025-05-28T03:45:00Z,2025-05-28T06:18:00Z,2025-05-28T05:10:00Z,2025-05-28T07:51:00Z,153,161,73,0,0,161,2057.3,93,72
MR4114,2025-05-28,VT-QD90,1112,HYD,DEL,2025-05-28T08:53:00Z,2025-05-28T08:53:00Z,2025-05-28T11:09:00Z,2025-05-28T11:20:00Z,0,-1,,0,0,171,228.1,147,119
MR4115,2025-05-28,VT-QD90,1088,DEL,BOM,2025-05-28T11:54:00Z,2025-05-28T11:56:00Z,2025-05-28T14:02:00Z,2025-05-28T14:02:00Z,2,7,,0,0,145,725.8,126,113
MR4116,2025-05-28,VT-QD90,1010,BOM,COK,2025-05-28T14:58:00Z,2025-05-28T15:13:00Z,2025-05-28T17:00:00Z,2025-05-28T17:17:00Z,-45,18,,0,0,105,896.5,124,111
MR4117,2025-05-28,VT-QD90,1021,COK,AMD,2025-05-28T17:54:00Z,2025-05-28T19:51:00Z,2025-05-28T20:27:00Z,2025-05-28T22:22:00Z,117,113,73,0,0,118,2138.7,151,138
