flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3434,2025-05-22,VT-DJ65,1106,HYD,BLR,2025-05-22T01:00:00Z,2025-05-22T01:59:00Z,2025-05-22T02:18:00Z,2025-05-22T03:20:00Z,59,67,89,0,0,83,2477.8,81,67
MR3435,2025-05-22,VT-DJ65,1052,BLR,BOM,2025-05-22T04:18:00Z,2025-05-22T04:56:00Z,2025-05-22T06:04:00Z,2025-05-22T06:39:00Z,38,37,81,0,0,71,982.4,103,92
MR3436,2025-05-22,VT-DJ65,1023,BOM,MAA,2025-05-22T07:13:00Z,2025-05-22T08:05:00Z,2025-05-22T09:14:00Z,2025-05-22T10:10:00Z,52,45,51,0,0,97,600.8,125,109
MR3437,2025-05-22,VT-AT51,1051,DEL,BLR,2025-05-22T01:15:00Z,2025-05-22T03:34:00Z,2025-05-22T04:03:00Z,2025-05-22T06:19:00Z,139,148,81,0,0,164,380.3,165,150
MR3438,2025-05-22,VT-AT51,1110,BLR,DEL,2025-05-22T06:54:00Z,2025-05-22T07:32:00Z,2025-05-22T09:42:00Z,2025-05-22T10:17:00Z,38,50,41,0,0,183,2263.7,165,151
MR3439,2025-05-22,VT-AT51,1051,DEL,BLR,2025-05-22T10:52:00Z,2025-05-22T12:37:00Z,2025-05-22T13:40:00Z,2025-05-22T15:35:00Z,105,97,71,0,0,183,1220.8,178,156
MR3440,2025-05-22,VT-AT51,1052,BLR,BOM,2025-05-22T16:27:00Z,2025-05-22T18:45:00Z,2025-05-22T18:13:00Z,2025-05-22T20:39:00Z,138,131,71,0,0,105,957.4,114,97
MR3441,2025-05-22,VT-YB24,1022,PNQ,HYD,2025-05-22T02:00:00Z,2025-05-22T02:09:00Z,2025-05-22T03:23:00Z,2025-05-22T03:34:00Z,9,15,,0,0,98,1859.2,85,68
MR3442,2025-05-22,VT-YB24,1118,HYD,CCU,2025-05-22T04:08:00Z,2025-05-22T04:08:00Z,2025-05-22T06:24:00Z,2025-05-22T06:23:00Z,0,5,,0,0,135,367.1,135,125
MR3443,2025-05-22,VT-YB24,1015,CCU,BLR,2025-05-22T07:26:00Z,2025-05-22T07:26:00Z,2025-05-22T10:06:00Z,2025-05-22T10:23:00Z,0,11,,0,0,108,2323.1,177,150
MR3444,2025-05-22,VT-YB24,1087,BLR,AMD,2025/13/01 99:61,2025-05-22T11:34:00Z,2025-05-22T13:42:00Z,2025-05-22T13:55:00Z,6,3,,0,0,114,1320.1,141,118
