flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR1981,2025-05-09,VT-YK23,1045,BOM,PNQ,2025-05-09T01:00:00Z,2025-05-09T02:44:00Z,2025-05-09T01:55:00Z,2025-05-09T03:53:00Z,104,106,41,0,0,101,1267.1,69,47
MR1982,2025-05-09,VT-YK23,1022,PNQ,HYD,2025-05-09T04:35:00Z,2025-05-09T06:10:00Z,2025-05-09T05:58:00Z,2025-05-09T07:38:00Z,95,94,11,0,0,171,1808.9,88,71
MR1983,2025-05-09,VT-YK23,1018,HYD,AMD,2025-05-09T08:20:00Z,2025-05-09T08:23:00Z,2025-05-09T10:11:00Z,2025-05-09T10:22:00Z,3,2,,0,0,171,648.7,119,98
MR1984,2025-05-09,VT-YK23,1119,AMD,GOI,2025-05-09T11:28:00Z,2025-05-09T12:08:00Z,2025-05-09T13:15:00Z,2025-05-09T13:53:00Z,40,50,61,0,0,139,761.6,105,93
MR1985,2025-05-09,VT-YK23,1062,GOI,BLR,2025-05-09T14:35:00Z,2025-05-09T14:35:00Z,2025-05-09T15:56:00Z,2025-05-09T15:57:00Z,0,-8,,0,0,123,1767.7,82,70
MR1986,2025-05-09,VT-RD58,1104,CCU,HYD,2025-05-09T01:15:00Z,2025-05-09T01:18:00Z,2025-05-09T03:31:00Z,2025-05-09T03:39:00Z,3,-1,,0,0,66,1326.5,141,122
MR1987,2025-05-09,VT-RD58,1108,HYD,LKO,2025-05-09T04:09:00Z,2025-05-09T04:20:00Z,2025-05-09T06:13:00Z,2025-05-09T06:26:00Z,11,10,,0,0,51,1353.9,126,114
MR1988,2025-05-09,VT-RD58,1069,LKO,GOI,2025-05-09T07:18:00Z,2025-05-09T07:27:00Z,2025-05-09T09:50:00Z,2025-05-09T10:00:00Z,9,9,,0,0,51,315.3,153,136
MR1989,2025-05-09,VT-RD58,1072,GOI,HYD,2025-05-09T10:57:00Z,2025-05-09T11:05:00Z,2025-05-09T12:22:00Z,2025-05-09T12:50:00Z,8,1,,0,0,55,950.3,105,77
MR1990,2025-05-09,VT-RD58,1108,HYD,LKO,2025-05-09T13:27:00Z,2025-05-09T13:36:00Z,2025-05-09T15:31:00Z,2025-05-09T15:48:00Z,9,18,,0,0,55,398.7,132,108
MR1991,2025-05-09,VT-WC15,1093,JAI,AMD,2025-05-09T02:15:00Z,2025-05-09T02:15:00Z,2025-05-09T03:39:00Z,2025-05-09T03:39:00Z,0,-4,,0,0,139,548.4,84,70
MR1992,2025-05-09,VT-WC15,1119,AMD,GOI,2025-05-09T04:33:00Z,2025-05-09T05:38:00Z,2025-05-09T06:20:00Z,2025-05-09T07:25:00Z,65,74,11,0,0,132,925.5,107,95
MR1993,2025-05-09,VT-WC15,1057,GOI,COK,2025-05-09T08:30:00Z,2025-05-09T09:32:00Z,2025-05-09T10:02:00Z,2025-05-09T11:06:00Z,62,59,93,0,0,166,420.4,94,84
MR1994,2025-05-09,VT-DJ65,1082,HYD,JAI,2025-05-09T02:00:00Z,2025-05-09T02:52:00Z,2025-05-09T04:05:00Z,2025-05-09T04:57:00Z,52,64,61,0,0,73,1645.1,125,110
MR1995,2025-05-09,VT-DJ65,1030,JAI,CCU,2025/13/01 99:61,2025-05-09T06:00:00Z,2025-05-09T08:24:00Z,2025-05-09T08:42:00Z,8,10,,0,0,69,1637.5,162,136
MR1996,2025-05-09,VT-DJ65,1015,CCU,BLR,2025-05-09T09:50:00Z,2025-05-09T09:55:00Z,2025-05-09T12:30:00Z,2025-05-09T12:40:00Z,5,-2,,0,0,62,2484.7,165,147
MR1997,2025-05-09,VT-WJ61,1073,CCU,LKO,2025-05-09T02:15:00Z,2025-05-09T02:15:00Z,2025-05-09T04:09:00Z,2025-05-09T04:17:00Z,0,-6,,0,0,124,1100.3,122,104
MR1998,2025-05-09,VT-WJ61,1003,LKO,HYD,2025-05-09T05:26:00Z,2025-05-09T05:37:00Z,2025-05-09T07:30:00Z,2025-05-09T07:42:00Z,11,15,,0,0,161,2405.7,125,115
MR1999,2025-05-09,VT-WJ61,1082,HYD,JAI,2025-05-09T08:38:00Z,2025-05-09T08:38:00Z,2025-05-09T10:43:00Z,2025-05-09T10:43:00Z,0,7,,0,0,114,2058.0,125,108
MR2000,2025-05-09,VT-WJ61,1048,JAI,LKO,2025-05-09T11:29:00Z,2025-05-09T11:29:00Z,2025-05-09T12:55:00Z,2025-05-09T12:54:00Z,0,-1,,0,0,103,2212.8,85,70
MR2001,2025-05-09,VT-EI46,1058,BOM,DEL,2025-05-09T01:00:00Z,2025-05-09T01:08:00Z,2025-05-09T03:08:00Z,2025-05-09T03:17:00Z,8,1,,0,0,162,253.7,129,119
MR2002,2025-05-09,VT-EI46,1111,DEL,PNQ,2025-05-09T04:15:00Z,2025-05-09T06:13:00Z,2025-05-09T06:24:00Z,2025-05-09T08:38:00Z,118,129,71,0,0,154,648.5,145,120
MR2003,2025-05-09,VT-EI46,1037,PNQ,DEL,2025-05-09T09:19:00Z,,2025-05-09T11:28:00Z,,,,,1,0,0,0.0,,
MR2004,2025-05-09,VT-EI46,1074,DEL,LKO,2025-05-09T12:07:00Z,2025-05-09T12:07:00Z,2025-05-09T13:26:00Z,2025-05-09T13:35:00Z,0,-6,,0,0,105,1012.6,88,62
MR2005,2025-05-09,VT-RI84,1079,COK,LKO,2025-05-09T01:15:00Z,2025-05-09T01:17:00Z,2025-05-09T04:18:00Z,2025-05-09T04:23:00Z,2,-6,,0,0,128,1338.2,186,165
MR2006,2025-05-09,VT-RI84,1001,LKO,BOM,2025-05-09T05:28:00Z,2025-05-09T06:12:00Z,2025-05-09T07:42:00Z,2025-05-09T08:37:00Z,44,48,81,0,0,171,1526.5,145,118
MR2007,2025-05-09,VT-JN99,1006,BOM,GOI,2025-05-09T03:45:00Z,2025-05-09T03:45:00Z,2025-05-09T05:01:00Z,2025-05-09T05:15:00Z,0,-3,,0,0,59,1885.2,90,67
MR2008,2025-05-09,VT-JN99,1044,GOI,JAI,2025-05-09T05:58:00Z,2025-05-09T06:22:00Z,2025-05-09T08:16:00Z,2025-05-09T08:52:00Z,24,34,89,0,0,57,318.9,150,124
MR2009,2025-05-09,VT-JN99,1032,JAI,HYD,2025-05-09T09:31:00Z,,2025-05-09T11:36:00Z,,,,,1,0,0,0.0,,
MR2010,2025-05-09,VT-JN99,1049,HYD,BOM,2025-05-09T12:49:00Z,2025-05-09T12:49:00Z,2025-05-09T14:21:00Z,2025-05-09T14:20:00Z,0,-4,,0,0,55,706.2,91,79
MR2011,2025-05-09,VT-JN99,1010,BOM,COK,2025-05-09T15:12:00Z,2025-05-09T15:12:00Z,2025-05-09T17:14:00Z,2025-05-09T17:15:00Z,0,-4,,0,0,60,2205.2,123,111
MR2012,2025-05-09,VT-RO27,1012,CCU,JAI,2025-05-09T03:00:00Z,2025-05-09T03:10:00Z,2025-05-09T05:32:00Z,2025-05-09T05:43:00Z,10,13,,0,0,171,1734.2,153,141
MR2013,2025-05-09,VT-RO27,1113,JAI,BOM,2025-05-09T06:28:00Z,2025-05-09T06:28:00Z,2025-05-09T08:19:00Z,2025-05-09T08:35:00Z,0,9,,0,0,121,312.1,127,101
MR2014,2025-05-09,VT-RO27,1092,BOM,HYD,2025-05-09T09:20:00Z,2025-05-09T09:20:00Z,2025-05-09T10:52:00Z,2025-05-09T10:55:00Z,0,-1,,0,0,140,2308.0,95,77
MR2015,2025-05-09,VT-RO27,1082,HYD,JAI,2025-05-09T11:44:00Z,2025-05-09T11:51:00Z,2025-05-09T13:49:00Z,2025-05-09T14:07:00Z,7,14,,0,0,133,758.3,136,114
MR2016,2025-05-09,VT-OT82,1118,HYD,CCU,2025-05-09T01:00:00Z,2025-05-09T01:11:00Z,2025-05-09T03:16:00Z,2025-05-09T03:42:00Z,11,3,,0,0,127,832.4,151,125
MR2017,2025-05-09,VT-OT82,1012,CCU,JAI,2025-05-09T04:51:00Z,2025-05-09T04:51:00Z,2025-05-09T07:23:00Z,2025-05-09T07:37:00Z,0,-7,,0,0,101,2061.6,166,138
MR2018,2025-05-09,VT-OT82,1113,JAI,BOM,2025-05-09T08:18:00Z,2025-05-09T08:18:00Z,2025-05-09T10:09:00Z,2025-05-09T10:15:00Z,0,3,,0,0,123,573.3,117,102
MR2019,2025-05-09,VT-OT82,1045,BOM,PNQ,2025-05-09T10:46:00Z,2025-05-09T10:46:00Z,2025-05-09T11:41:00Z,2025-05-09T11:55:00Z,0,0,,0,0,137,1962.7,69,42
MR2020,2025-05-09,VT-OT82,1026,PNQ,JAI,2025-05-09T12:32:00Z,2025-05-09T12:32:00Z,2025-05-09T14:25:00Z,2025-05-09T14:40:00Z,0,10,,0,0,110,598.1,128,102
MR2021,2025-05-09,VT-AV80,1054,HYD,GOI,2025-05-09T03:45:00Z,2025-05-09T03:46:00Z,2025-05-09T05:10:00Z,2025-05-09T05:18:00Z,1,4,,0,0,157,1652.1,92,68
MR2022,2025-05-09,VT-AV80,1046,GOI,DEL,2025-05-09T06:20:00Z,2025-05-09T07:16:00Z,2025-05-09T08:54:00Z,2025-05-09T09:56:00Z,56,61,51,0,0,174,298.6,160,137
MR2023,2025-05-09,VT-AV80,1090,DEL,MAA,2025-05-09T10:57:00Z,2025-05-09T10:57:00Z,2025-05-09T13:49:00Z,2025-05-09T13:56:00Z,0,2,,0,0,155,1330.9,179,160
MR2024,2025-05-09,VT-AV80,1042,MAA,LKO,2025-05-09T15:03:00Z,2025-05-09T15:08:00Z,2025-05-09T17:38:00Z,2025-05-09T17:46:00Z,5,10,,0,0,152,1569.8,158,139
MR2025,2025-05-09,VT-NH67,1008,BOM,LKO,2025-05-09T03:15:00Z,2025-05-09T03:15:00Z,2025-05-09T05:29:00Z,2025-05-09T05:42:00Z,0,6,,0,0,112,1005.5,147,120
MR2026,2025-05-09,VT-NH67,1075,LKO,DEL,2025-05-09T06:35:00Z,2025-05-09T06:35:00Z,2025-05-09T07:54:00Z,2025-05-09T08:05:00Z,0,-5,,0,0,153,2249.7,90,64
MR2027,2025-05-09,VT-NH67,1074,DEL,LKO,2025-05-09T08:38:00Z,2025-05-09T08:38:00Z,2025-05-09T09:57:00Z,2025-05-09T10:06:00Z,0,4,,0,0,159,266.3,88,67
MR2028,2025-05-09,VT-LG97,1026,PNQ,JAI,2025-05-09T02:30:00Z,2025-05-09T05:22:00Z,2025-05-09T04:23:00Z,2025-05-09T07:28:00Z,172,171,61,0,0,141,2376.6,126,103
MR2029,2025-05-09,VT-LG97,1032,JAI,HYD,2025-05-09T08:21:00Z,2025-05-09T08:24:00Z,2025-05-09T10:26:00Z,2025-05-09T10:26:00Z,3,2,,0,0,120,555.2,122,109
MR2030,2025-05-09,VT-LG97,1018,HYD,AMD,2025-05-09T11:08:00Z,2025-05-09T12:37:00Z,2025-05-09T12:59:00Z,2025-05-09T14:30:00Z,89,85,71,0,0,140,628.6,113,102
MR2031,2025-05-09,VT-LG97,1119,AMD,GOI,2025-05-09T15:13:00Z,2025-05-09T15:13:00Z,2025-05-09T17:00:00Z,2025-05-09T16:54:00Z,0,8,,0,0,92,2308.7,101,90
MR2032,2025-05-09,VT-LG97,1044,GOI,JAI,2025-05-09T18:00:00Z,2025-05-09T20:12:00Z,2025-05-09T20:18:00Z,2025-05-09T22:34:00Z,132,139,73,0,0,118,903.3,142,130
MR2033,2025-05-09,VT-EV70,1066,CCU,GOI,2025-05-09T03:45:00Z,2025-05-09T03:54:00Z,2025-05-09T06:41:00Z,2025-05-09T07:04:00Z,9,11,,0,0,111,1287.4,190,168
MR2034,2025-05-09,VT-EV70,1044,GOI,JAI,2025-05-09T07:34:00Z,2025-05-09T09:31:00Z,2025-05-09T09:52:00Z,2025-05-09T12:04:00Z,117,125,81,0,0,124,2163.8,153,127
MR2035,2025-05-09,VT-EV70,1059,JAI,BLR,2025-05-09T12:49:00Z,2025-05-09T12:54:00Z,2025-05-09T15:24:00Z,2025-05-09T15:48:00Z,5,1,,0,0,109,1372.4,174,146
MR2036,2025-05-09,VT-EV70,1052,BLR,BOM,2025-05-09T16:25:00Z,2025-05-09T16:25:00Z,2025-05-09T18:11:00Z,2025-05-09T18:08:00Z,0,7,,0,0,176,2012.3,103,89
MR2037,2025-05-09,VT-CQ40,1038,JAI,DEL,2025-05-09T03:00:00Z,2025-05-09T03:09:00Z,2025-05-09T04:02:00Z,2025-05-09T04:22:00Z,9,8,,0,0,85,1880.0,73,48
MR2038,2025-05-09,VT-CQ40,1051,DEL,BLR,2025-05-09T05:03:00Z,2025-05-09T05:07:00Z,2025-05-09T07:51:00Z,2025-05-09T07:52:00Z,4,5,,0,0,97,1020.6,165,151
MR2039,2025-05-09,VT-CQ40,1117,BLR,GOI,2025-05-09T08:37:00Z,2025-05-09T11:15:00Z,2025-05-09T09:58:00Z,2025-05-09T12:42:00Z,158,157,61,0,0,85,1128.9,87,64
MR2040,2025-05-09,VT-QD90,1012,CCU,JAI,2025-05-09T03:15:00Z,2025-05-09T03:15:00Z,2025-05-09T05:47:00Z,2025-05-09T05:46:00Z,0,6,,0,0,160,1817.8,151,135
MR2041,2025-05-09,VT-QD90,1059,JAI,BLR,2025-05-09T06:44:00Z,2025-05-09T08:01:00Z,2025-05-09T09:19:00Z,2025-05-09T10:39:00Z,77,77,93,0,0,103,1786.6,158,139
MR2042,2025-05-09,VT-QD90,1052,BLR,BOM,2025-05-09T11:48:00Z,2025-05-09T12:19:00Z,2025-05-09T13:34:00Z,2025-05-09T14:00:00Z,31,24,51,0,0,124,1998.6,101,88
MR2043,2025-05-09,VT-QD90,1071,BOM,JAI,2025-05-09T14:34:00Z,2025-05-09T16:48:00Z,2025-05-09T16:25:00Z,2025-05-09T18:34:00Z,134,135,36,0,0,153,489.3,106,95
MR2044,2025-05-09,VT-QD90,1048,JAI,LKO,2025-05-09T19:20:00Z,2025-05-09T21:03:00Z,2025-05-09T20:46:00Z,2025-05-09T22:29:00Z,103,110,11,0,0,150,1698.7,86,75
MR2045,2025-05-09,VT-HL46,1044,GOI,JAI,2025-05-09T01:00:00Z,2025-05-09T03:12:00Z,2025-05-09T03:18:00Z,2025-05-09T05:48:00Z,132,135,89,0,0,134,986.0,156,130
MR2046,2025-05-09,VT-HL46,1095,JAI,GOI,2025-05-09T06:41:00Z,2025-05-09T09:28:00Z,2025-05-09T08:59:00Z,2025-05-09T11:49:00Z,167,168,71,0,0,109,358.4,141,127
MR2047,2025-05-09,VT-HL46,1072,GOI,HYD,2025-05-09T12:55:00Z,2025-05-09T13:40:00Z,2025-05-09T14:20:00Z,2025-05-09T15:15:00Z,45,43,81,0,0,88,1702.3,95,69
MR2048,2025-05-09,VT-UL30,1001,LKO,BOM,2025-05-09T02:00:00Z,2025-05-09T02:00:00Z,2025-05-09T04:14:00Z,2025-05-09T04:24:00Z,0,8,,0,0,46,1142.1,144,126
MR2049,2025-05-09,VT-UL30,1092,BOM,HYD,2025-05-09T05:10:00Z,2025-05-09T07:52:00Z,2025-05-09T06:42:00Z,2025-05-09T09:38:00Z,162,159,36,0,0,54,458.1,106,79
MR2050,2025-05-09,VT-UL30,1049,HYD,BOM,2025-05-09T10:48:00Z,2025-05-09T11:28:00Z,2025-05-09T12:20:00Z,2025-05-09T12:57:00Z,40,38,11,0,0,60,309.4,89,74
MR2051,2025-05-09,VT-UL30,1092,BOM,HYD,2025-05-09T13:49:00Z,2025-05-09T13:49:00Z,2025-05-09T15:21:00Z,2025-05-09T15:35:00Z,0,12,,0,0,59,906.4,106,79
