flight_id,flight_date,tail_number,route_id,origin,dest,sched_dep_utc,actual_dep_utc,sched_arr_utc,actual_arr_utc,dep_delay_min,arr_delay_min,delay_code,cancelled,diverted,passengers,cargo_kg,block_min,air_min
MR3316,2025-05-21,VT-EI46,1043,GOI,LKO,2025-05-21T03:45:00Z,2025-05-21T04:26:00Z,2025-05-21T06:17:00Z,2025-05-21T07:14:00Z,41,42,89,0,0,105,330.4,168,142
MR3317,2025-05-21,VT-EI46,1056,LKO,COK,2025-05-21T08:02:00Z,2025-05-21T08:07:00Z,2025-05-21T11:05:00Z,2025-05-21T11:05:00Z,5,9,,0,0,135,902.7,178,168
MR3318,2025-05-21,VT-VU92,1022,PNQ,HYD,2025-05-21T02:30:00Z,2025-05-21T02:33:00Z,2025-05-21T03:53:00Z,2025-05-21T04:01:00Z,3,10,,0,0,128,607.7,88,72
MR3319,2025-05-21,VT-VU92,1060,HYD,COK,2025-05-21T04:55:00Z,2025-05-21T04:55:00Z,2025-05-21T06:39:00Z,2025-05-21T06:53:00Z,0,12,,0,0,101,1178.1,118,90
MR3320,2025-05-21,VT-VU92,1109,COK,GOI,2025-05-21T07:37:00Z,2025-05-21T07:48:00Z,2025-05-21T09:09:00Z,2025-05-21T09:28:00Z,11,15,,0,0,116,1540.9,100,74
MR3321,2025-05-21,VT-CU64,1103,MAA,BOM,2025-05-21T01:15:00Z,2025-05-21T01:24:00Z,2025-05-21T03:16:00Z,2025-05-21T03:35:00Z,9,3,,0,0,134,575.6,131,105
MR3322,2025-05-21,VT-CU64,1092,BOM,HYD,2025-05-21T04:15:00Z,2025-05-21T04:27:00Z,2025-05-21T05:47:00Z,2025-05-21T06:13:00Z,12,10,,0,0,85,2114.9,106,82
MR3323,2025-05-21,VT-PH70,1100,GOI,PNQ,2025-05-21T01:15:00Z,2025-05-21T03:34:00Z,2025-05-21T02:26:00Z,2025-05-21T04:49:00Z,139,151,89,0,0,132,1854.0,75,58
MR3324,2025-05-21,VT-PH70,1041,PNQ,BLR,2025-05-21T05:43:00Z,2025-05-21T07:49:00Z,2025-05-21T07:21:00Z,2025-05-21T09:30:00Z,126,122,51,0,0,166,2084.6,101,82
MR3325,2025-05-21,VT-PH70,1087,BLR,AMD,2025-05-21T10:35:00Z,2025-05-21T10:35:00Z,2025-05-21T12:49:00Z,2025-05-21T13:03:00Z,0,7,,0,0,166,222.8,148,122
MR3326,2025-05-21,VT-PH70,1067,AMD,PNQ,2025-05-21T13:59:00Z,2025-05-21T13:59:00Z,2025-05-21T15:22:00Z,2025-05-21T15:28:00Z,0,12,,0,0,146,393.6,89,73
MR3327,2025-05-21,VT-PH70,1063,PNQ,BOM,2025-05-21T16:31:00Z,2025-05-21T16:33:00Z,2025-05-21T17:26:00Z,2025-05-21T17:23:00Z,2,8,,0,0,180,1554.3,50,40
MR3328,2025-05-21,VT-DJ65,1103,MAA,BOM,2025-05-21T01:30:00Z,2025-05-21T01:38:00Z,2025-05-21T03:31:00Z,2025-05-21T03:46:00Z,8,9,,0,0,81,1390.3,128,110
MR3329,2025-05-21,VT-DJ65,1028,BOM,CCU,2025-05-21T04:46:00Z,2025-05-21T07:14:00Z,2025-05-21T07:39:00Z,2025-05-21T10:12:00Z,148,154,41,0,0,74,1155.9,178,160
MR3330,2025-05-21,VT-UF78,1046,GOI,DEL,2025-05-21T01:15:00Z,2025-05-21T01:15:00Z,2025-05-21T03:49:00Z,2025-05-21T04:07:00Z,0,2,,0,0,177,1311.9,172,145
MR3331,2025-05-21,VT-UF78,1064,DEL,GOI,2025-05-21T05:06:00Z,2025-05-21T07:03:00Z,2025-05-21T07:40:00Z,2025-05-21T09:38:00Z,117,121,11,0,0,166,1637.3,155,143
MR3332,2025-05-21,VT-UF78,1053,GOI,AMD,2025-05-21T10:38:00Z,2025-05-21T10:46:00Z,2025-05-21T12:25:00Z,2025-05-21T12:29:00Z,8,17,,0,0,177,495.5,103,93
MR3333,2025-05-21,VT-UF78,1067,AMD,PNQ,2025-05-21T13:16:00Z,2025-05-21T14:28:00Z,2025-05-21T14:39:00Z,2025-05-21T16:02:00Z,72,73,61,0,0,168,1052.5,94,66
MR3334,2025-05-21,VT-OT82,1036,CCU,COK,2025-05-21T02:00:00Z,2025-05-21T02:00:00Z,2025-05-21T05:04:00Z,2025-05-21T05:11:00Z,0,10,,0,0,102,543.2,191,175
MR3335,2025-05-21,VT-OT82,1019,COK,CCU,2025-05-21T06:16:00Z,2025-05-21T08:22:00Z,2025-05-21T09:20:00Z,2025-05-21T11:35:00Z,126,124,11,0,0,94,1678.9,193,171
MR3336,2025-05-21,VT-OT82,1007,CCU,MAA,2025-05-21T12:31:00Z,2025-05-21T12:31:00Z,2025-05-21T14:58:00Z,2025-05-21T15:04:00Z,0,-8,,0,0,133,1240.3,153,132
MR3337,2025-05-21,VT-OT82,1096,MAA,CCU,2025-05-21T16:02:00Z,2025-05-21T18:38:00Z,2025-05-21T18:29:00Z,2025-05-21T21:06:00Z,156,156,61,0,0,94,368.0,148,129
MR3338,2025-05-21,VT-OT82,1015,CCU,BLR,2025-05-21T21:54:00Z,2025-05-21T21:54:00Z,2025-05-22T00:34:00Z,2025-05-22T00:37:00Z,0,-3,,0,0,85,2006.1,163,143
MR3339,2025-05-21,VT-NB13,1088,DEL,BOM,2025-05-21T03:45:00Z,2025-05-21T04:22:00Z,2025-05-21T05:53:00Z,2025-05-21T06:43:00Z,37,38,73,0,0,136,2148.6,141,117
MR3340,2025-05-21,VT-NB13,1008,BOM,LKO,2025-05-21T07:13:00Z,2025-05-21T07:13:00Z,2025-05-21T09:27:00Z,2025-05-21T09:28:00Z,0,4,,0,0,154,831.0,135,116
